# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
잡지마	4	2	잡지마	잡지마:2 잡지|마:2	test=1,train=3
저건요	4	2	저건요	저건요:2 저건|요:2	train=4
적극적으로	4	2	적극적으로	적극적으로:2 적극적|으로:2	test=1,train=3
주관적으로	4	2	주관적으로	주관적으로:2 주관적|으로:2	test=1,train=3
죽이나요	4	2	죽이나요	죽이나요:2 죽이|나요:2	test=1,train=3
줄거	4	2	줄|거	줄|거:2 줄거:2	train=4
줄거야	4	2	줄거야	줄거야:2 줄|거|야:1 줄거|야:1	train=4
지속적으로	4	2	지속적으로	지속적으로:2 지속적|으로:2	train=4
최종적으로	4	2	최종적으로	최종적으로:2 최종적|으로:2	train=4
추상적으로	4	2	추상적으로	추상적으로:2 추상적|으로:2	train=3,val=1
판다고	4	2	판다|고	판다|고:2 판다고:2	train=4
페란다가	4	2	페란다|가	페란다|가:2 페란다가:2	train=4
혼자서요	4	2	혼자서요	혼자서요:2 혼자|서요:2	train=4
스파이크랬지?	3	2	스파이크랬지?	스파이크랬지?:1 스파이크랬지?|:1 스파이크랬지?||:1	train=3
습니다.	3	2	습니다.	습니다.:1 습니다.|:1 습니다.||:1	train=3
이건…?	3	2	이건…?	이건…?:1 이건…?|:1 이건…?||:1	train=3
혼자서도	3	2	혼자서도	혼자서도:1 혼자|서|도:1 혼자서|도:1	test=1,train=2
에서	3082	1	에서	에서:3081 에|서:1	test=26,train=3019,val=37
이야	2011	1	이야	이야:2010 이|야:1	test=21,train=1962,val=28
인가	505	1	인가	인가:504 인|가:1	test=7,train=495,val=3
얘기	413	1	얘기	얘기:412 얘|기:1	test=5,train=405,val=3
이죠	331	1	이죠	이죠:330 이|죠:1	test=1,train=324,val=6
가는	271	1	가는	가는:270 가|는:1	test=3,train=266,val=2
나도	230	1	나|도	나|도:229 나도:1	test=4,train=224,val=2
이라도	219	1	이라도	이라도:218 이|라도:1	test=1,train=216,val=2
그의	162	1	그|의	그|의:161 그의:1	test=1,train=161
할까	135	1	할까	할까:134 할|까:1	train=133,val=2
이니	108	1	이니	이니:107 이|니:1	train=107,val=1
이름을	94	1	이름|을	이름|을:93 이름을:1	test=2,train=90,val=2
그놈	84	1	그놈	그놈:83 그|놈:1	train=84
오는	77	1	오는	오는:76 오|는:1	test=2,train=73,val=2
안돼	75	1	안돼	안돼:74 안|돼:1	train=75
웬일	65	1	웬일	웬일:64 웬|일:1	train=63,val=2
저놈	64	1	저놈	저놈:63 저|놈:1	train=64
숨을	48	1	숨|을	숨|을:47 숨을:1	train=48
여기까지	48	1	여기|까지	여기|까지:47 여기까지:1	test=1,train=46,val=1
주는	45	1	주는	주는:44 주|는:1	train=44,val=1
그곳	43	1	그곳	그곳:42 그|곳:1	train=42,val=1
나야	42	1	나|야	나|야:41 나야:1	train=42
이놈	41	1	이놈	이놈:40 이|놈:1	train=40,val=1
안돼요	39	1	안돼요	안돼요:38 안|돼요:1	test=1,train=38
였죠	37	1	였죠	였죠:36 였|죠:1	test=1,train=36
종이	28	1	종이	종이:27 종|이:1	test=1,train=27
뭘까	27	1	뭘까	뭘까:26 뭘|까:1	test=1,train=26
진심으로	27	1	진심으로	진심으로:26 진심|으로:1	test=1,train=26
막을	26	1	막을	막을:25 막|을:1	train=26
뭐라는	25	1	뭐|라는	뭐|라는:24 뭐라는:1	train=24,val=1
뭐래	23	1	뭐래	뭐래:22 뭐|래:1	train=23
약은	23	1	약|은	약|은:22 약은:1	train=22,val=1
나아	21	1	나아	나아:20 나|아:1	train=21
일하고	21	1	일하고	일하고:20 일|하고:1	train=21
있다고요	21	1	있다고요	있다고요:20 있다|고요:1	train=20,val=1
그이	20	1	그이	그이:19 그|이:1	train=20
할게	20	1	할게	할게:19 할|게:1	train=20
너나	19	1	너|나	너|나:18 너나:1	train=19
뭐였지	19	1	뭐|였지	뭐|였지:18 뭐였지:1	test=1,train=18
거니까	18	1	거|니까	거|니까:17 거니까:1	train=18
들을	18	1	들을	들을:17 들|을:1	test=1,train=17
배우는	18	1	배우는	배우는:17 배우|는:1	test=1,train=17
배지	18	1	배지	배지:17 배|지:1	train=18
만의	16	1	만|의	만|의:15 만의:1	train=16
거시기	15	1	거시기	거시기:14 거시|기:1	train=15
데는	15	1	데|는	데|는:14 데는:1	train=15
이었던	15	1	이었던	이었던:14 이|었던:1	train=15
한테만	15	1	한테|만	한테|만:14 한테만:1	train=15
뭐라고요	14	1	뭐라고요	뭐라고요:13 뭐|라고요:1	train=14
부를까요	14	1	부를까요	부를까요:13 부|를|까요:1	train=14
안해	14	1	안해	안해:13 안|해:1	train=14
애야	14	1	애|야	애|야:13 애야:1	train=13,val=1
으로도	14	1	으로|도	으로|도:13 으로도:1	train=14
전엔	14	1	전엔	전엔:13 전|엔:1	train=14
젖은	14	1	젖은	젖은:13 젖|은:1	train=14
나한텐	13	1	나한텐	나한텐:12 나|한텐:1	train=13
뿐만	13	1	뿐만	뿐만:12 뿐|만:1	train=13
애초에	13	1	애초에	애초에:12 애초|에:1	train=13
나지	12	1	나지	나지:11 나|지:1	train=12
바다가	12	1	바다|가	바다|가:11 바다가:1	train=12
배우다	12	1	배우다	배우다:11 배우|다:1	train=12
보죠	12	1	보죠	보죠:11 보|죠:1	train=10,val=2
이기도	12	1	이기도	이기도:11 이기|도:1	test=1,train=11
차요	12	1	차요	차요:11 차|요:1	train=12
간에	11	1	간에	간에:10 간|에:1	train=11
달리기	11	1	달리기	달리기:10 달리|기:1	train=11
이전에	11	1	이전|에	이전|에:10 이전에:1	train=11
일지도	11	1	일지도	일지도:10 일지|도:1	test=1,train=10
잘도	11	1	잘도	잘도:10 잘|도:1	train=11
때로	10	1	때로	때로:9 때|로:1	test=1,train=9
말이니	10	1	말|이니	말|이니:9 말이니:1	train=10
말인데	10	1	말|인데	말|인데:9 말인데:1	train=10
밤엔	10	1	밤엔	밤엔:9 밤|엔:1	train=10
신은	10	1	신|은	신|은:9 신은:1	train=10
강의	9	1	강의	강의:8 강|의:1	train=9
누구겠어	9	1	누구겠어	누구겠어:8 누구|겠어:1	train=9
누구니	9	1	누구|니	누구|니:8 누구니:1	train=9
될거야	9	1	될거야	될거야:8 될거|야:1	train=9
반대로	9	1	반대로	반대로:8 반대|로:1	test=1,train=8
서요	9	1	서요	서요:8 서|요:1	train=9
안되는	9	1	안되는	안되는:8 안|되는:1	train=9
가구야공주	8	1	가구야공주	가구야공주:7 가구|야|공주:1	train=8
말이요	8	1	말|이요	말|이요:7 말이요:1	train=8
아정이	8	1	아정|이	아정|이:7 아정이:1	train=7,val=1
차야	8	1	차|야	차|야:7 차야:1	train=7,val=1
게냐	7	1	게냐	게냐:6 게|냐:1	train=7
만도	7	1	만|도	만|도:6 만도:1	train=7
문도	7	1	문|도	문|도:6 문도:1	train=7
안다는	7	1	안다는	안다는:6 안다|는:1	train=7
알기는	7	1	알기는	알기는:6 알기|는:1	train=7
이놈아	7	1	이놈아	이놈아:6 이놈|아:1	train=7
줄로	7	1	줄|로	줄|로:6 줄로:1	train=7
지난번에	7	1	지난번|에	지난번|에:6 지난번에:1	test=1,train=6
게요	6	1	게요	게요:5 게|요:1	train=6
경의	6	1	경|의	경|의:5 경의:1	train=6
너한텐	6	1	너한텐	너한텐:5 너|한텐:1	train=6
단둘이	6	1	단둘이	단둘이:5 단둘|이:1	train=6
당장요	6	1	당장요	당장요:5 당장|요:1	train=6
마리오	6	1	마리오	마리오:5 마리|오:1	train=6
만약에	6	1	만약에	만약에:5 만약|에:1	train=6
물의	6	1	물의	물의:5 물|의:1	train=6
보입니까	6	1	보|입니까	보|입니까:5 보입니까:1	train=6
분만	6	1	분|만	분|만:5 분만:1	train=6
어디냐고	6	1	어디|냐고	어디|냐고:5 어디냐고:1	train=5,val=1
얼마만	6	1	얼마만	얼마만:5 얼마|만:1	train=6
일주일에	6	1	일주일에	일주일에:5 일주일|에:1	train=6
있었다고요	6	1	있었다고요	있었다고요:5 있었다|고요:1	train=6
진짜요	6	1	진짜|요	진짜|요:5 진짜요:1	train=6
차도	6	1	차|도	차|도:5 차도:1	train=6
한가지	6	1	한가지	한가지:5 한|가지:1	train=6
게야	5	1	게|야	게|야:4 게야:1	train=5
경이	5	1	경|이	경|이:4 경이:1	train=5
그렇게도	5	1	그렇게도	그렇게도:4 그렇게|도:1	train=5
누구든지	5	1	누구든지	누구든지:4 누구|든지:1	train=5
대의	5	1	대의	대의:4 대|의:1	train=5
말이네	5	1	말|이네	말|이네:4 말이네:1	train=5
뭐냐고요	5	1	뭐|냐고요	뭐|냐고요:4 뭐냐고요:1	train=5
뭣을	5	1	뭣|을	뭣|을:4 뭣을:1	train=5
아래서	5	1	아래|서	아래|서:4 아래서:1	train=4,val=1
애도	5	1	애|도	애|도:4 애도:1	train=5
어디서든	5	1	어디서든	어디서든:4 어디|서|든:1	train=5
왜지	5	1	왜|지	왜|지:4 왜지:1	train=5
이러기야	5	1	이러기야	이러기야:4 이러기|야:1	train=5
있는게	5	1	있는게	있는게:4 있는|게:1	test=1,train=4
전까진	5	1	전까진	전까진:4 전|까진:1	train=5
제법인데	5	1	제법|인데	제법|인데:4 제법인데:1	train=5
친구여	5	1	친구여	친구여:4 친구|여:1	train=5
카페인	5	1	카페인	카페인:4 카페|인:1	train=5
편도	5	1	편도	편도:4 편|도:1	train=5
한번도	5	1	한번|도	한번|도:4 한번도:1	train=5
한잔할래요	5	1	한잔할래요	한잔할래요:4 한잔|할래요:1	train=5
확실합니까	5	1	확실|합니까	확실|합니까:4 확실합니까:1	train=5
거라곤	4	1	거|라곤	거|라곤:3 거라곤:1	train=4
거랬지	4	1	거랬지	거랬지:3 거|랬지:1	train=4
걸지도	4	1	걸지도	걸지도:3 걸|지도:1	train=4
그여자	4	1	그여자	그여자:3 그|여자:1	train=4
까지만	4	1	까지|만	까지|만:3 까지만:1	train=4
꺼도	4	1	꺼도	꺼도:3 꺼|도:1	train=4
나라면	4	1	나라면	나라면:3 나라|면:1	train=4
누구고	4	1	누구고	누구고:3 누구|고:1	train=4
다행이군	4	1	다행|이군	다행|이군:3 다행이군:1	train=4
데이는	4	1	데이|는	데이|는:3 데이는:1	test=1,train=3
많이요	4	1	많이요	많이요:3 많이|요:1	train=4
몇년	4	1	몇년	몇년:3 몇|년:1	test=1,train=3
몇살	4	1	몇살	몇살:3 몇|살:1	train=4
못할거야	4	1	못할거야	못할거야:3 못할거|야:1	train=4
무대로	4	1	무대|로	무대|로:3 무대로:1	train=4
밤마다	4	1	밤|마다	밤|마다:3 밤마다:1	train=4
배우기에	4	1	배우기에	배우기에:3 배우기|에:1	train=3,val=1
보네요	4	1	보네요	보네요:3 보|네요:1	test=2,train=2
생각한거	4	1	생각한거	생각한거:3 생각한|거:1	train=4
선이	4	1	선|이	선|이:3 선이:1	train=4
소문대로	4	1	소문|대로	소문|대로:3 소문대로:1	train=4
수안이	4	1	수안이	수안이:3 수안|이:1	train=4
슬퍼하는	4	1	슬퍼하|는	슬퍼하|는:3 슬퍼하는:1	train=4
아까부터	4	1	아까|부터	아까|부터:3 아까부터:1	train=4
어디까지나	4	1	어디까지나	어디까지나:3 어디|까지나:1	train=4
에라도	4	1	에|라도	에|라도:3 에라도:1	train=4
에야	4	1	에야	에야:3 에|야:1	train=4
용도	4	1	용도	용도:3 용|도:1	test=1,train=3
자란	4	1	자란	자란:3 자|란:1	train=4
자유도	4	1	자유|도	자유|도:3 자유도:1	train=4
적으로	4	1	적|으로	적|으로:3 적으로:1	train=4
전시	4	1	전시	전시:3 전|시:1	train=4
쥐다	4	1	쥐다	쥐다:3 쥐|다:1	train=4
질문요	4	1	질문|요	질문|요:3 질문요:1	train=4
차라고	4	1	차|라고	차|라고:3 차라고:1	train=3,val=1
청라만	4	1	청라만	청라만:3 청라|만:1	test=1,train=3
털이	4	1	털이	털이:3 털|이:1	train=4
하고도	4	1	하고|도	하고|도:3 하고도:1	train=4
한번에	4	1	한번|에	한번|에:3 한번에:1	train=4
할일	4	1	할일	할일:3 할|일:1	train=4
-야	3	1	-야	-야:2 -|야:1	train=3
/여긴	3	1	/여긴	/여긴:2 /|여긴:1	train=3
개인가요	3	1	개인|가요	개인|가요:2 개인가요:1	train=3
거래요	3	1	거래요	거래요:2 거래|요:1	train=3
거시기에	3	1	거시기|에	거시기|에:2 거시기에:1	train=3
걸로는	3	1	걸로|는	걸로|는:2 걸로는:1	train=3
결투가	3	1	결투가	결투가:2 결투|가:1	train=3
교회의	3	1	교회|의	교회|의:2 교회의:1	train=3
그런게	3	1	그런|게	그런|게:2 그런게:1	train=3
그렇지요	3	1	그렇지요	그렇지요:2 그렇지|요:1	train=3
나잖아	3	1	나잖아	나잖아:2 나|잖아:1	train=3
나중에요	3	1	나중에요	나중에요:2 나중|에|요:1	train=3
나치란	3	1	나치란	나치란:2 나치|란:1	train=3
난거	3	1	난|거	난|거:2 난거:1	train=2,val=1
날로	3	1	날|로	날|로:2 날로:1	train=3
눈엔	3	1	눈엔	눈엔:2 눈|엔:1	train=3
다가	3	1	다가	다가:2 다|가:1	train=3
다냐고	3	1	다냐고	다냐고:2 다|냐고:1	train=3
다행이네	3	1	다행이네	다행이네:2 다행|이네:1	train=3
담배나	3	1	담배|나	담배|나:2 담배나:1	train=3
독도	3	1	독도	독도:2 독|도:1	train=3
딸아	3	1	딸아	딸아:2 딸|아:1	train=3
때문이다	3	1	때문이다	때문이다:2 때문|이다:1	train=3
또는	3	1	또는	또는:2 또|는:1	test=1,train=2
리나	3	1	리|나	리|나:2 리나:1	train=3
많은거	3	1	많은거	많은거:2 많은|거:1	train=3
말거야	3	1	말거야	말거야:2 말거|야:1	train=3
말대꾸야	3	1	말대꾸|야	말대꾸|야:2 말대꾸야:1	train=3
문열어	3	1	문|열어	문|열어:2 문열어:1	train=3
뭐냐구	3	1	뭐냐구	뭐냐구:2 뭐|냐구:1	train=3
받을거	3	1	받을|거	받을|거:2 받을거:1	train=3
범이	3	1	범|이	범|이:2 범이:1	train=3
보기보다	3	1	보기|보다	보기|보다:2 보기보다:1	train=3
보이지는	3	1	보이지|는	보이지|는:2 보이지는:1	train=3
사고요	3	1	사고|요	사고|요:2 사고요:1	train=2,val=1
삼을	3	1	삼|을	삼|을:2 삼을:1	train=3
상철이	3	1	상철이	상철이:2 상철|이:1	train=2,val=1
서든	3	1	서든	서든:2 서|든:1	train=3
순서대로	3	1	순서대로	순서대로:2 순서|대로:1	train=3
식사나	3	1	식사|나	식사|나:2 식사나:1	train=3
아이다	3	1	아이다	아이다:2 아이|다:1	train=3
아이요	3	1	아이요	아이요:2 아이|요:1	train=3
아침엔	3	1	아침엔	아침엔:2 아침|엔:1	train=3
안나는	3	1	안나|는	안나|는:2 안나는:1	train=3
않을거	3	1	않을|거	않을|거:2 않을거:1	train=3
알바로	3	1	알바|로	알바|로:2 알바로:1	train=3
어디가니	3	1	어디|가니	어디|가니:2 어디가니:1	train=3
어디니	3	1	어디|니	어디|니:2 어디니:1	train=3
어디서나	3	1	어디서나	어디서나:2 어디|서나:1	test=1,train=2
어디있어요	3	1	어디있어요	어디있어요:2 어디|있어요:1	train=3
어디있지	3	1	어디있지	어디있지:2 어디|있지:1	train=3
어쩔거	3	1	어쩔|거	어쩔|거:2 어쩔거:1	train=3
어쩔거야	3	1	어쩔|거|야	어쩔|거|야:2 어쩔거야:1	train=3
어찌된거야	3	1	어찌된거야	어찌된거야:2 어찌된거|야:1	train=3
언제까지나	3	1	언제까지나	언제까지나:2 언제|까지나:1	train=3
없는지	3	1	없는지	없는지:2 없는|지:1	train=3
에까지	3	1	에까지	에까지:2 에|까지:1	train=3
여기든	3	1	여기든	여기든:2 여기|든:1	train=3
여기지	3	1	여기지	여기지:2 여기|지:1	train=3
영민이	3	1	영민이	영민이:2 영민|이:1	train=3
오랜만이네	3	1	오랜만이네	오랜만이네:2 오랜만|이네:1	train=3
왜야	3	1	왜|야	왜|야:2 왜야:1	train=3
위베르가	3	1	위베르가	위베르가:2 위베르|가:1	train=3
위해서죠	3	1	위해서죠	위해서죠:2 위해서|죠:1	train=3
은이	3	1	은|이	은|이:2 은이:1	train=3
이거요	3	1	이거|요	이거|요:2 이거요:1	train=3
이런걸	3	1	이런걸	이런걸:2 이런|걸:1	train=3
이서만	3	1	이서만	이서만:2 이서|만:1	train=3
임을	3	1	임|을	임|을:2 임을:1	train=3
자여	3	1	자여	자여:2 자|여:1	train=3
잡것아	3	1	잡것아	잡것아:2 잡것|아:1	train=3
잡히기만	3	1	잡히기|만	잡히기|만:2 잡히기만:1	train=3
저기든	3	1	저기든	저기든:2 저기|든:1	train=3
저지를	3	1	저지를	저지를:2 저지|를:1	train=3
전화요	3	1	전화요	전화요:2 전화|요:1	train=3
조병순이	3	1	조병순이	조병순이:2 조병순|이:1	train=3
주가	3	1	주|가	주|가:2 주가:1	train=3
죽는게	3	1	죽는|게	죽는|게:2 죽는게:1	train=3
죽이란	3	1	죽|이란	죽|이란:2 죽이란:1	train=3
진작에	3	1	진작에	진작에:2 진작|에:1	train=3
팔지도	3	1	팔지|도	팔지|도:2 팔지도:1	train=3
하나이	3	1	하나|이	하나|이:2 하나이:1	train=3
한게	3	1	한게	한게:2 한|게:1	train=3
한마리	3	1	한마리	한마리:2 한|마리:1	train=3
한푼	3	1	한푼	한푼:2 한|푼:1	train=3
할거에요	3	1	할거에요	할거에요:2 할|거|에요:1	train=3
화리다	3	1	화리|다	화리|다:2 화리다:1	train=3
환상적이죠	3	1	환상적이죠	환상적이죠:2 환상적|이죠:1	train=3
환타지아가	3	1	환타지아가	환타지아가:2 환타지아|가:1	train=3
후면	3	1	후면	후면:2 후|면:1	train=3
힘뿐	3	1	힘|뿐	힘|뿐:2 힘뿐:1	train=3
-진짜	2	1	-|진짜	-|진짜:1 -진짜:1	train=2
/안돼	2	1	/안돼	/안돼:1 /|안돼:1	train=2
/집	2	1	/집	/집:1 /|집:1	train=2
가기를	2	1	가기를	가기를:1 가기|를:1	train=2
가능하기나	2	1	가능하기|나	가능하기|나:1 가능하기나:1	train=1,val=1
가되고	2	1	가|되고	가|되고:1 가되고:1	train=2
가득합니다	2	1	가득|합니다	가득|합니다:1 가득합니다:1	train=2
가시라고	2	1	가시|라고	가시|라고:1 가시라고:1	train=2
가지도	2	1	가지|도	가지|도:1 가지도:1	train=2
가짜로	2	1	가짜로	가짜로:1 가짜|로:1	train=2
갈거에요	2	1	갈거에요	갈거에요:1 갈|거|에요:1	train=2
거나요	2	1	거|나요	거|나요:1 거나요:1	train=2
거시기는	2	1	거시기는	거시기는:1 거시기|는:1	train=2
고자질쟁이	2	1	고자|질쟁이	고자|질쟁이:1 고자질쟁이:1	train=2
공동으로	2	1	공동|으로	공동|으로:1 공동으로:1	train=2
괜찮은거	2	1	괜찮은|거	괜찮은|거:1 괜찮은거:1	train=2
교육과	2	1	교육|과	교육|과:1 교육과:1	train=2
그런걸	2	1	그런|걸	그런|걸:1 그런걸:1	train=2
그런식으로	2	1	그런식으로	그런식으로:1 그런식|으로:1	test=1,train=1
그럴리가	2	1	그럴리|가	그럴리|가:1 그럴리가:1	train=2
그아이	2	1	그|아이	그|아이:1 그아이:1	train=2
근처엔	2	1	근처|엔	근처|엔:1 근처엔:1	train=2
기마대여	2	1	기마대|여	기마대|여:1 기마대여:1	train=2
까지다	2	1	까지|다	까지|다:1 까지다:1	train=2
까지면	2	1	까지면	까지면:1 까지|면:1	train=2
꿈쩍이나	2	1	꿈쩍이나	꿈쩍이나:1 꿈쩍|이나:1	train=2
나로	2	1	나로	나로:1 나|로:1	train=2
남자인가	2	1	남자|인가	남자|인가:1 남자인가:1	train=2
누구게	2	1	누구|게	누구|게:1 누구게:1	train=2
누구겠어요	2	1	누구겠어요	누구겠어요:1 누구|겠어요:1	train=2
누구쇼	2	1	누구쇼	누구쇼:1 누구|쇼:1	train=2
다음번	2	1	다음번	다음번:1 다음|번:1	train=2
데요	2	1	데요	데요:1 데|요:1	train=2
도전요	2	1	도전요	도전요:1 도전|요:1	train=2
된거지	2	1	된거|지	된거|지:1 된거지:1	train=2
듣기는	2	1	듣기|는	듣기|는:1 듣기는:1	train=2
딱이겠어요	2	1	딱이겠어요	딱이겠어요:1 딱|이겠어요:1	train=2
떼나	2	1	떼|나	떼|나:1 떼나:1	train=2
라는지도	2	1	라는지|도	라는지|도:1 라는지도:1	train=2
라도가	2	1	라도|가	라도|가:1 라도가:1	train=2
라주와	2	1	라주와	라주와:1 라주|와:1	train=2
마을엔	2	1	마을엔	마을엔:1 마을|엔:1	train=2
만나기를	2	1	만나기를	만나기를:1 만나기|를:1	train=2
만주는	2	1	만주|는	만주|는:1 만주는:1	train=2
명확합니다	2	1	명확|합니다	명확|합니다:1 명확합니다:1	train=2
모리가	2	1	모리|가	모리|가:1 모리가:1	train=2
무슨소리	2	1	무슨소리	무슨소리:1 무슨|소리:1	train=2
뭐하시오	2	1	뭐하시오	뭐하시오:1 뭐|하시오:1	train=2
반대로만	2	1	반대로만	반대로만:1 반대|로|만:1	train=2
번요	2	1	번요	번요:1 번|요:1	train=2
법적으로	2	1	법적|으로	법적|으로:1 법적으로:1	train=2
별도	2	1	별|도	별|도:1 별도:1	train=1,val=1
보기가	2	1	보기가	보기가:1 보기|가:1	train=2
부가	2	1	부|가	부|가:1 부가:1	train=2
사와	2	1	사|와	사|와:1 사와:1	train=2
살기로	2	1	살기로	살기로:1 살기|로:1	train=2
새들아	2	1	새들|아	새들|아:1 새들아:1	train=2
설명할거야	2	1	설명할거야	설명할거야:1 설명할거|야:1	train=2
소도	2	1	소|도	소|도:1 소도:1	train=2
소랑	2	1	소|랑	소|랑:1 소랑:1	train=2
수록	2	1	수록	수록:1 수|록:1	train=2
신부여	2	1	신부여	신부여:1 신부|여:1	train=2
씨발년아	2	1	씨발년|아	씨발년|아:1 씨발년아:1	train=2
아구스티나잖아	2	1	아구스티나|잖아	아구스티나|잖아:1 아구스티나잖아:1	train=2
아직요	2	1	아직|요	아직|요:1 아직요:1	train=2
아키라다	2	1	아키라|다	아키라|다:1 아키라다:1	train=2
안하니	2	1	안|하니	안|하니:1 안하니:1	train=2
안했죠	2	1	안|했죠	안|했죠:1 안했죠:1	train=2
애네	2	1	애|네	애|네:1 애네:1	train=2
어디서요	2	1	어디|서요	어디|서요:1 어디서요:1	train=2
어디있죠	2	1	어디있죠	어디있죠:1 어디|있죠:1	train=2
얼마냐	2	1	얼마냐	얼마냐:1 얼마|냐:1	train=2
얼마요	2	1	얼마요	얼마요:1 얼마|요:1	train=2
얼음요	2	1	얼음|요	얼음|요:1 얼음요:1	train=2
여기나	2	1	여기나	여기나:1 여기|나:1	train=2
여자인가요	2	1	여자인가요	여자인가요:1 여자|인가요:1	train=2
왜그런	2	1	왜그런	왜그런:1 왜|그런:1	train=2
요전에	2	1	요전|에	요전|에:1 요전에:1	train=2
위베르요	2	1	위베르|요	위베르|요:1 위베르요:1	train=2
이기적인	2	1	이기적|인	이기적|인:1 이기적인:1	train=2
이란거	2	1	이란거	이란거:1 이란|거:1	train=2
이러기예요	2	1	이러기|예요	이러기|예요:1 이러기예요:1	test=1,train=1
이러는거	2	1	이러는|거	이러는|거:1 이러는거:1	train=2
입죠	2	1	입|죠	입|죠:1 입죠:1	train=2
있는지는	2	1	있는지는	있는지는:1 있는|지는:1	train=2
있을거라고	2	1	있을거|라고	있을거|라고:1 있을거라고:1	train=2
자동으로	2	1	자동으로	자동으로:1 자동|으로:1	train=2
작전대로	2	1	작전대|로	작전대|로:1 작전대로:1	train=2
저에겐	2	1	저에겐	저에겐:1 저|에겐:1	train=2
정상인	2	1	정상인	정상인:1 정상|인:1	train=2
주간	2	1	주|간	주|간:1 주간:1	train=2
주엔	2	1	주엔	주엔:1 주|엔:1	train=2
죽이나	2	1	죽이|나	죽이|나:1 죽이나:1	train=2
준비요	2	1	준비|요	준비|요:1 준비요:1	train=2
중요한걸	2	1	중요한걸	중요한걸:1 중요한|걸:1	train=2
지도는	2	1	지도는	지도는:1 지도|는:1	train=2
차잖아	2	1	차잖아	차잖아:1 차|잖아:1	train=2
초도	2	1	초|도	초|도:1 초도:1	train=2
초야	2	1	초|야	초|야:1 초야:1	train=2
최고로	2	1	최고|로	최고|로:1 최고로:1	train=2
친구니	2	1	친구|니	친구|니:1 친구니:1	train=2
칼로제로	2	1	칼로제|로	칼로제|로:1 칼로제로:1	train=2
칼만	2	1	칼|만	칼|만:1 칼만:1	train=2
코나	2	1	코나	코나:1 코|나:1	train=2
펑지에	2	1	펑지에	펑지에:1 펑지|에:1	train=2
포트키로	2	1	포트키|로	포트키|로:1 포트키로:1	train=2
피해도	2	1	피해도	피해도:1 피해|도:1	train=2
하지도	2	1	하지|도	하지|도:1 하지도:1	train=2
현대적으로	2	1	현대적|으로	현대적|으로:1 현대적으로:1	train=2
혼자다	2	1	혼자다	혼자다:1 혼자|다:1	train=2
