# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
ปลอมตัว	12	3	ปลอมตัว	ปลอมตัว:9 ปลอม|ตัว:3	train=12
มิได้	12	3	มิได้	มิได้:9 มิ|ได้:3	train=11,val=1
เจ้าหมู	12	3	เจ้า|หมู	เจ้า|หมู:9 เจ้าหมู:3	train=12
แกล่ะ	12	3	แก|ล่ะ	แก|ล่ะ:9 แกล่ะ:3	train=12
ใช่ว่า	12	3	ใช่|ว่า	ใช่|ว่า:9 ใช่ว่า:3	train=12
ตรงหน้า	11	3	ตรงหน้า	ตรงหน้า:8 ตรง|หน้า:3	train=10,val=1
ท่าจะ	11	3	ท่าจะ	ท่าจะ:8 ท่า|จะ:3	train=11
มื้อค่ำ	11	3	มื้อ|ค่ำ	มื้อ|ค่ำ:8 มื้อค่ำ:3	test=1,train=10
อาจารย์หวง	11	3	อาจารย์หวง	อาจารย์หวง:8 อาจารย์|หวง:3	train=11
เพียงแค่	11	3	เพียงแค่	เพียงแค่:8 เพียง|แค่:3	train=11
ไล่ตาม	11	3	ไล่ตาม	ไล่ตาม:8 ไล่|ตาม:3	train=11
คนเจ็บ	10	3	คน|เจ็บ	คน|เจ็บ:7 คนเจ็บ:3	train=10
คนใช้	10	3	คนใช้	คนใช้:7 คน|ใช้:3	train=10
พี่มาก	10	3	พี่|มาก	พี่|มาก:7 พี่มาก:3	train=9,val=1
รอบตัว	10	3	รอบ|ตัว	รอบ|ตัว:7 รอบตัว:3	train=10
สี่สิบ	10	3	สี่สิบ	สี่สิบ:7 สี่|สิบ:3	train=10
อดตาย	10	3	อดตาย	อดตาย:7 อด|ตาย:3	train=10
เข้าที่	10	3	เข้า|ที่	เข้า|ที่:7 เข้าที่:3	train=10
เหรียญทอง	10	3	เหรียญทอง	เหรียญทอง:7 เหรียญ|ทอง:3	train=10
ตายห่า	9	3	ตาย|ห่า	ตาย|ห่า:6 ตายห่า:3	train=9
ติดต่อกัน	9	3	ติดต่อกัน	ติดต่อกัน:6 ติดต่อ|กัน:3	train=9
ประมาณนั้น	9	3	ประมาณ|นั้น	ประมาณ|นั้น:6 ประมาณนั้น:3	train=9
รู้น่า	9	3	รู้|น่า	รู้|น่า:6 รู้น่า:3	train=9
ละอายใจ	9	3	ละอายใจ	ละอายใจ:6 ละอาย|ใจ:3	train=9
สิบล้าน	9	3	สิบ|ล้าน	สิบ|ล้าน:6 สิบล้าน:3	train=9
สิบห้า	9	3	สิบห้า	สิบห้า:6 สิบ|ห้า:3	train=9
สิ่งใด	9	3	สิ่ง|ใด	สิ่ง|ใด:6 สิ่งใด:3	test=1,train=8
หีบเพลง	9	3	หีบเพลง	หีบเพลง:6 หีบ|เพลง:3	train=9
เป็นลม	9	3	เป็นลม	เป็นลม:6 เป็น|ลม:3	train=9
แทบจะ	9	3	แทบ|จะ	แทบ|จะ:6 แทบจะ:3	train=8,val=1
ให้การ	9	3	ให้การ	ให้การ:6 ให้|การ:3	train=9
คนแคระ	8	3	คน|แคระ	คน|แคระ:5 คนแคระ:3	train=8
ทางด้าน	8	3	ทางด้าน	ทางด้าน:5 ทาง|ด้าน:3	train=8
ทางเหนือ	8	3	ทาง|เหนือ	ทาง|เหนือ:5 ทางเหนือ:3	train=8
ยายแก่	8	3	ยายแก่	ยายแก่:5 ยาย|แก่:3	train=8
สติอารมณ์	8	3	สติ|อารมณ์	สติ|อารมณ์:5 สติอารมณ์:3	train=8
อีกเดี๋ยว	8	3	อีก|เดี๋ยว	อีก|เดี๋ยว:5 อีกเดี๋ยว:3	test=1,train=7
เข้ากัน	8	3	เข้า|กัน	เข้า|กัน:5 เข้ากัน:3	train=8
เดือนหน้า	8	3	เดือน|หน้า	เดือน|หน้า:5 เดือนหน้า:3	train=8
เต็มๆ	8	3	เต็ม|ๆ	เต็ม|ๆ:5 เต็มๆ:3	train=7,val=1
เท้าเปล่า	8	3	เท้า|เปล่า	เท้า|เปล่า:5 เท้าเปล่า:3	train=8
เบอร์โทร	8	3	เบอร์โทร	เบอร์โทร:5 เบอร์|โทร:3	train=8
เพื่อนสนิท	8	3	เพื่อน|สนิท	เพื่อน|สนิท:5 เพื่อนสนิท:3	train=8
เสียอีก	8	3	เสียอีก	เสียอีก:5 เสีย|อีก:3	train=8
ไมได้	8	3	ไม|ได้	ไม|ได้:5 ไมได้:3	train=8
ชักธง	7	3	ชัก|ธง	ชัก|ธง:4 ชักธง:3	train=7
ตอนจบ	7	3	ตอนจบ	ตอนจบ:4 ตอน|จบ:3	train=7
ติดเชื้อ	7	3	ติด|เชื้อ	ติด|เชื้อ:4 ติดเชื้อ:3	train=7
ทางใต้	7	3	ทางใต้	ทางใต้:4 ทาง|ใต้:3	train=7
นักล่าปิศาจ	7	3	นักล่า|ปิศาจ	นักล่า|ปิศาจ:4 นักล่าปิศาจ:3	train=7
น้อยกว่า	7	3	น้อยกว่า	น้อยกว่า:4 น้อย|กว่า:3	train=7
มือดี	7	3	มือดี	มือดี:4 มือ|ดี:3	train=7
วังมังกร	7	3	วังมังกร	วังมังกร:4 วัง|มังกร:3	train=7
วางมือ	7	3	วางมือ	วางมือ:4 วาง|มือ:3	test=1,train=6
หลบซ่อน	7	3	หลบซ่อน	หลบซ่อน:4 หลบ|ซ่อน:3	train=7
เป็นธรรมชาติ	7	3	เป็นธรรมชาติ	เป็นธรรมชาติ:4 เป็น|ธรรมชาติ:3	train=7
ได้ความ	7	3	ได้ความ	ได้ความ:4 ได้|ความ:3	test=1,train=5,val=1
คนดัง	6	3	คน|ดัง	คน|ดัง:3 คนดัง:3	train=6
ตู้เสื้อผ้า	6	3	ตู้เสื้อผ้า	ตู้เสื้อผ้า:3 ตู้|เสื้อผ้า:3	train=6
บ้านผีสิง	6	3	บ้านผีสิง	บ้านผีสิง:3 บ้าน|ผีสิง:3	train=6
ผีสิง	6	3	ผี|สิง	ผี|สิง:3 ผีสิง:3	train=6
พอกันที	6	3	พอกันที	พอกันที:3 พอกัน|ที:2 พอ|กัน|ที:1	train=6
ภาษาจีน	6	3	ภาษาจีน	ภาษาจีน:3 ภาษา|จีน:3	train=6
ลูกแมว	6	3	ลูกแมว	ลูกแมว:3 ลูก|แมว:3	train=6
สมัยนั้น	6	3	สมัย|นั้น	สมัย|นั้น:3 สมัยนั้น:3	train=6
หมดตัว	6	3	หมด|ตัว	หมด|ตัว:3 หมดตัว:3	train=6
หยุดนิ่ง	6	3	หยุด|นิ่ง	หยุด|นิ่ง:3 หยุดนิ่ง:3	train=6
อะนะ	6	3	อะ|นะ	อะ|นะ:3 อะนะ:3	test=1,train=5
เกินพอ	6	3	เกินพอ	เกินพอ:3 เกิน|พอ:3	train=6
แอบฟัง	6	3	แอบ|ฟัง	แอบ|ฟัง:3 แอบฟัง:3	train=6
จับตามอง	5	3	จับ|ตามอง	จับ|ตามอง:2 จับตามอง:2 จับ|ตา|มอง:1	train=5
ทำไม	1488	2	ทำไม	ทำไม:1486 ทำ|ไม:2	test=21,train=1453,val=14
ก็ได้	463	2	ก็|ได้	ก็|ได้:461 ก็ได้:2	test=5,train=450,val=8
ไปไหน	438	2	ไป|ไหน	ไป|ไหน:436 ไปไหน:2	test=3,train=434,val=1
บอกว่า	320	2	บอก|ว่า	บอก|ว่า:318 บอกว่า:2	test=3,train=313,val=4
มานี่	256	2	มา|นี่	มา|นี่:254 มานี่:2	test=2,train=251,val=3
--	225	2	--	--:223 -|-:2	test=2,train=220,val=3
ต่อไป	225	2	ต่อไป	ต่อไป:223 ต่อ|ไป:2	test=1,train=221,val=3
ได้ไง	148	2	ได้|ไง	ได้|ไง:146 ได้ไง:2	test=2,train=145,val=1
เร็วๆ	140	2	เร็ว|ๆ	เร็ว|ๆ:138 เร็วๆ:2	test=1,train=138,val=1
ก็ดี	118	2	ก็|ดี	ก็|ดี:116 ก็ดี:2	test=1,train=117
ตรงไหน	115	2	ตรงไหน	ตรงไหน:113 ตรง|ไหน:2	test=4,train=110,val=1
ลงมา	108	2	ลง|มา	ลง|มา:106 ลงมา:2	test=1,train=106,val=1
พอแล้ว	84	2	พอ|แล้ว	พอ|แล้ว:82 พอแล้ว:2	train=84
ไม่งั้น	79	2	ไม่งั้น	ไม่งั้น:77 ไม่|งั้น:2	test=4,train=74,val=1
ทุกวัน	65	2	ทุกวัน	ทุกวัน:63 ทุก|วัน:2	train=65
อันนี้	64	2	อัน|นี้	อัน|นี้:62 อันนี้:2	test=3,train=60,val=1
ทุกๆ	56	2	ทุก|ๆ	ทุก|ๆ:54 ทุกๆ:2	test=2,train=54
แถวนี้	56	2	แถว|นี้	แถว|นี้:54 แถวนี้:2	test=1,train=54,val=1
นี่นา	55	2	นี่นา	นี่นา:53 นี่|นา:2	train=55
หน้าที่	51	2	หน้าที่	หน้าที่:49 หน้า|ที่:2	test=1,train=49,val=1
แปลว่า	50	2	แปล|ว่า	แปล|ว่า:48 แปลว่า:2	train=49,val=1
แบบไหน	48	2	แบบ|ไหน	แบบ|ไหน:46 แบบไหน:2	test=1,train=47
จากไป	43	2	จากไป	จากไป:41 จาก|ไป:2	test=1,train=42
ทางออก	43	2	ทางออก	ทางออก:41 ทาง|ออก:2	test=1,train=41,val=1
สักครู่	43	2	สักครู่	สักครู่:41 สัก|ครู่:2	train=41,val=2
พวกมึง	39	2	พวก|มึง	พวก|มึง:37 พวกมึง:2	train=38,val=1
เสียเวลา	39	2	เสีย|เวลา	เสีย|เวลา:37 เสียเวลา:2	test=1,train=38
ไอ้นี่	39	2	ไอ้นี่	ไอ้นี่:37 ไอ้|นี่:2	train=39
แต่งตัว	37	2	แต่ง|ตัว	แต่ง|ตัว:35 แต่งตัว:2	test=1,train=36
เอาไง	35	2	เอา|ไง	เอา|ไง:33 เอาไง:2	test=1,train=32,val=2
กลับกัน	34	2	กลับ|กัน	กลับ|กัน:32 กลับกัน:2	train=33,val=1
ด้วยซ้ำ	33	2	ด้วยซ้ำ	ด้วยซ้ำ:31 ด้วย|ซ้ำ:2	test=1,train=32
ขึ้นกับ	32	2	ขึ้น|กับ	ขึ้น|กับ:30 ขึ้นกับ:2	test=1,train=31
สักอย่าง	32	2	สักอย่าง	สักอย่าง:30 สัก|อย่าง:2	train=32
คนแรก	31	2	คน|แรก	คน|แรก:29 คนแรก:2	train=31
ทั้งวัน	31	2	ทั้งวัน	ทั้งวัน:29 ทั้ง|วัน:2	train=30,val=1
ไม่สบาย	31	2	ไม่|สบาย	ไม่|สบาย:29 ไม่สบาย:2	train=31
ขออนุญาต	29	2	ขออนุญาต	ขออนุญาต:27 ขอ|อนุญาต:2	train=29
ครั้งเดียว	29	2	ครั้ง|เดียว	ครั้ง|เดียว:27 ครั้งเดียว:2	train=28,val=1
นึกถึง	28	2	นึก|ถึง	นึก|ถึง:26 นึกถึง:2	train=28
ว่างั้น	27	2	ว่า|งั้น	ว่า|งั้น:25 ว่างั้น:2	train=27
ไอ้เวร	27	2	ไอ้|เวร	ไอ้|เวร:25 ไอ้เวร:2	train=26,val=1
น่าทึ่ง	26	2	น่าทึ่ง	น่าทึ่ง:24 น่า|ทึ่ง:2	train=24,val=2
มีสิทธิ์	25	2	มี|สิทธิ์	มี|สิทธิ์:23 มีสิทธิ์:2	train=25
ช่างเถอะ	23	2	ช่างเถอะ	ช่างเถอะ:21 ช่าง|เถอะ:2	test=1,train=22
ทุกท่าน	23	2	ทุกท่าน	ทุกท่าน:21 ทุก|ท่าน:2	test=2,train=21
แม่อยู่	22	2	แม่|อยู่	แม่|อยู่:20 แม่อยู่:2	train=22
อีกไม่นาน	21	2	อีก|ไม่|นาน	อีก|ไม่|นาน:19 อีกไม่นาน:2	train=21
แย่จัง	21	2	แย่|จัง	แย่|จัง:19 แย่จัง:2	test=1,train=19,val=1
คงอยู่	20	2	คง|อยู่	คง|อยู่:18 คงอยู่:2	test=1,train=19
ว่าแต่	20	2	ว่าแต่	ว่าแต่:18 ว่า|แต่:2	test=1,train=19
อันใด	20	2	อันใด	อันใด:18 อัน|ใด:2	train=20
เป็นอิสระ	20	2	เป็น|อิสระ	เป็น|อิสระ:18 เป็นอิสระ:2	train=19,val=1
ต้าดี	19	2	ต้าดี	ต้าดี:17 ต้า|ดี:2	train=19
ที่ไป	19	2	ที่|ไป	ที่|ไป:17 ที่ไป:2	train=19
อาหารเช้า	19	2	อาหารเช้า	อาหารเช้า:17 อาหาร|เช้า:2	test=1,train=18
เตรียมพร้อม	19	2	เตรียมพร้อม	เตรียมพร้อม:17 เตรียม|พร้อม:2	train=19
ขอโทษที	18	2	ขอโทษ|ที	ขอโทษ|ที:16 ขอโทษที:2	train=18
ช่างหัว	18	2	ช่างหัว	ช่างหัว:16 ช่าง|หัว:2	train=16,val=2
พร้อมกัน	18	2	พร้อมกัน	พร้อมกัน:16 พร้อม|กัน:2	train=17,val=1
ยาพิษ	18	2	ยาพิษ	ยาพิษ:16 ยา|พิษ:2	train=17,val=1
รู้ตัว	18	2	รู้|ตัว	รู้|ตัว:16 รู้ตัว:2	test=1,train=17
เด็กผู้ชาย	18	2	เด็กผู้ชาย	เด็กผู้ชาย:16 เด็ก|ผู้ชาย:2	train=18
คุ้มกัน	17	2	คุ้มกัน	คุ้มกัน:15 คุ้ม|กัน:2	train=17
วันเสาร์	17	2	วัน|เสาร์	วัน|เสาร์:15 วันเสาร์:2	train=17
ขึ้นอยู่กับ	16	2	ขึ้นอยู่กับ	ขึ้นอยู่กับ:14 ขึ้นอยู่|กับ:2	train=16
คนจีน	16	2	คน|จีน	คน|จีน:14 คนจีน:2	train=16
คนใน	16	2	คน|ใน	คน|ใน:14 คนใน:2	train=16
ทางเข้า	16	2	ทางเข้า	ทางเข้า:14 ทาง|เข้า:2	train=16
มารบกวน	16	2	มา|รบกวน	มา|รบกวน:14 มารบกวน:2	train=16
สิ่งนั้น	15	2	สิ่ง|นั้น	สิ่ง|นั้น:13 สิ่งนั้น:2	train=15
หมดเวลา	15	2	หมดเวลา	หมดเวลา:13 หมด|เวลา:2	train=15
เเบบนี้	15	2	เเบบนี้	เเบบนี้:13 เเบบ|นี้:2	train=15
ของดี	14	2	ของ|ดี	ของ|ดี:12 ของดี:2	train=14
ของรัก	14	2	ของรัก	ของรัก:12 ของ|รัก:2	train=14
ทั้งปี	14	2	ทั้งปี	ทั้งปี:12 ทั้ง|ปี:2	train=14
วันจันทร์	14	2	วันจันทร์	วันจันทร์:12 วัน|จันทร์:2	train=14
เอานะ	14	2	เอา|นะ	เอา|นะ:12 เอานะ:2	train=14
แม่หนู	14	2	แม่|หนู	แม่|หนู:12 แม่หนู:2	train=14
ครั้งสุดท้าย	13	2	ครั้ง|สุดท้าย	ครั้ง|สุดท้าย:11 ครั้งสุดท้าย:2	train=13
ทำการ	13	2	ทำ|การ	ทำ|การ:11 ทำการ:2	train=13
มีอา	13	2	มีอา	มีอา:11 มี|อา:2	test=1,train=12
รถพยาบาล	13	2	รถพยาบาล	รถพยาบาล:11 รถ|พยาบาล:2	test=1,train=12
ลูกแม่	13	2	ลูก|แม่	ลูก|แม่:11 ลูกแม่:2	train=13
วันหลัง	13	2	วันหลัง	วันหลัง:11 วัน|หลัง:2	train=13
เวลานี้	13	2	เวลา|นี้	เวลา|นี้:11 เวลานี้:2	train=13
ไว้ชีวิต	13	2	ไว้|ชีวิต	ไว้|ชีวิต:11 ไว้ชีวิต:2	train=13
การฆ่า	12	2	การ|ฆ่า	การ|ฆ่า:10 การฆ่า:2	train=12
คนธรรมดา	12	2	คน|ธรรมดา	คน|ธรรมดา:10 คนธรรมดา:2	train=12
ถึงตา	12	2	ถึง|ตา	ถึง|ตา:10 ถึงตา:2	train=12
น่ากิน	12	2	น่ากิน	น่ากิน:10 น่า|กิน:2	train=12
บ้าเอ้ย	12	2	บ้า|เอ้ย	บ้า|เอ้ย:10 บ้าเอ้ย:2	train=12
หายดี	12	2	หาย|ดี	หาย|ดี:10 หายดี:2	train=12
เข้าใกล้	12	2	เข้าใกล้	เข้าใกล้:10 เข้า|ใกล้:2	train=12
ไหนดี	12	2	ไหน|ดี	ไหน|ดี:10 ไหนดี:2	test=1,train=11
การสอบ	11	2	การสอบ	การสอบ:9 การ|สอบ:2	train=11
ชาเหอ	11	2	ชาเหอ	ชาเหอ:9 ชา|เหอ:2	train=11
ถอยกลับ	11	2	ถอย|กลับ	ถอย|กลับ:9 ถอยกลับ:2	train=10,val=1
ท่านปู่	11	2	ท่านปู่	ท่านปู่:9 ท่าน|ปู่:2	train=11
น้ำร้อน	11	2	น้ำร้อน	น้ำร้อน:9 น้ำ|ร้อน:2	train=11
มารึเปล่า	11	2	มา|รึเปล่า	มา|รึเปล่า:9 มารึเปล่า:2	train=11
มีหวัง	11	2	มี|หวัง	มี|หวัง:9 มีหวัง:2	train=11
รวมถึง	11	2	รวมถึง	รวมถึง:9 รวม|ถึง:2	train=11
สีดำ	11	2	สี|ดำ	สี|ดำ:9 สีดำ:2	train=11
ออกจะ	11	2	ออกจะ	ออกจะ:9 ออก|จะ:2	test=1,train=10
อันนั้น	11	2	อัน|นั้น	อัน|นั้น:9 อันนั้น:2	train=10,val=1
แต่เช้า	11	2	แต่|เช้า	แต่|เช้า:9 แต่เช้า:2	test=1,train=10
ด้วยความยินดี	10	2	ด้วย|ความยินดี	ด้วย|ความยินดี:8 ด้วยความยินดี:2	train=10
ตามอง	10	2	ตามอง	ตามอง:8 ตา|มอง:2	train=10
พระคาร์ดินัล	10	2	พระคาร์ดินัล	พระคาร์ดินัล:8 พระ|คาร์ดินัล:2	train=10
หลงกล	10	2	หลง|กล	หลง|กล:8 หลงกล:2	train=9,val=1
หลายอย่าง	10	2	หลาย|อย่าง	หลาย|อย่าง:8 หลายอย่าง:2	train=10
ไอ้งั่ง	10	2	ไอ้งั่ง	ไอ้งั่ง:8 ไอ้|งั่ง:2	train=10
การควบคุม	9	2	การควบคุม	การควบคุม:7 การ|ควบคุม:2	train=9
ชาติชั่ว	9	2	ชาติ|ชั่ว	ชาติ|ชั่ว:7 ชาติชั่ว:2	test=1,train=8
ละมั้ง	9	2	ละ|มั้ง	ละ|มั้ง:7 ละมั้ง:2	train=9
วางยา	9	2	วางยา	วางยา:7 วาง|ยา:2	train=9
สวดมนต์	9	2	สวด|มนต์	สวด|มนต์:7 สวดมนต์:2	train=9
หายาก	9	2	หายาก	หายาก:7 หา|ยาก:2	train=9
ออกแรง	9	2	ออกแรง	ออกแรง:7 ออก|แรง:2	train=9
เป็นพิเศษ	9	2	เป็น|พิเศษ	เป็น|พิเศษ:7 เป็นพิเศษ:2	train=9
เพราะงั้น	9	2	เพราะ|งั้น	เพราะ|งั้น:7 เพราะงั้น:2	train=9
เหี้ยไร	9	2	เหี้ยไร	เหี้ยไร:7 เหี้ย|ไร:2	test=1,train=8
แง่ดี	9	2	แง่|ดี	แง่|ดี:7 แง่ดี:2	train=9
แม่เจ้า	9	2	แม่เจ้า	แม่เจ้า:7 แม่|เจ้า:2	train=8,val=1
ก่อนอื่น	8	2	ก่อนอื่น	ก่อนอื่น:6 ก่อน|อื่น:2	train=8
ถือสาย	8	2	ถือ|สาย	ถือ|สาย:6 ถือสาย:2	train=8
ท่านที	8	2	ท่านที	ท่านที:6 ท่าน|ที:2	train=8
น้ำท่วม	8	2	น้ำท่วม	น้ำท่วม:6 น้ำ|ท่วม:2	train=8
ผู้ต้องสงสัย	8	2	ผู้ต้องสงสัย	ผู้ต้องสงสัย:6 ผู้|ต้องสงสัย:2	train=8
สีน้ำเงิน	8	2	สี|น้ำเงิน	สี|น้ำเงิน:6 สีน้ำเงิน:2	train=8
อะไรรึ	8	2	อะไร|รึ	อะไร|รึ:6 อะไรรึ:2	train=8
เก่าแก่	8	2	เก่าแก่	เก่าแก่:6 เก่า|แก่:2	train=8
เพื่อที่จะ	8	2	เพื่อ|ที่|จะ	เพื่อ|ที่|จะ:6 เพื่อที่จะ:2	train=8
เลือดออก	8	2	เลือดออก	เลือดออก:6 เลือด|ออก:2	train=8
เล่นงาน	8	2	เล่นงาน	เล่นงาน:6 เล่น|งาน:2	train=8
แป๊บหนึ่ง	8	2	แป๊บ|หนึ่ง	แป๊บ|หนึ่ง:6 แป๊บหนึ่ง:2	train=8
โง่เขลา	8	2	โง่เขลา	โง่เขลา:6 โง่|เขลา:2	train=8
ไม่เป็นอะไร	8	2	ไม่|เป็น|อะไร	ไม่|เป็น|อะไร:6 ไม่เป็นอะไร:1 ไม่เป็น|อะไร:1	train=8
คนเล็ก	7	2	คน|เล็ก	คน|เล็ก:5 คนเล็ก:2	train=7
คำโกหก	7	2	คำโกหก	คำโกหก:5 คำ|โกหก:2	train=7
จากนี้	7	2	จาก|นี้	จาก|นี้:5 จากนี้:2	train=7
ซักที	7	2	ซักที	ซักที:5 ซัก|ที:2	train=7
ตัวรอด	7	2	ตัวรอด	ตัวรอด:5 ตัว|รอด:2	train=7
ท่านเคานต์	7	2	ท่าน|เคานต์	ท่าน|เคานต์:5 ท่านเคานต์:2	train=7
ท่านแม่ทัพ	7	2	ท่าน|แม่ทัพ	ท่าน|แม่ทัพ:5 ท่านแม่ทัพ:2	train=7
ประทานโทษ	7	2	ประทาน|โทษ	ประทาน|โทษ:5 ประทานโทษ:2	train=7
ป้าแช่ม	7	2	ป้า|แช่ม	ป้า|แช่ม:5 ป้าแช่ม:2	train=7
พี่หำแหล่	7	2	พี่หำแหล่	พี่หำแหล่:5 พี่|หำแหล่:2	train=7
ฟ้าผ่า	7	2	ฟ้าผ่า	ฟ้าผ่า:5 ฟ้า|ผ่า:2	train=7
ยามนี้	7	2	ยามนี้	ยามนี้:5 ยาม|นี้:2	train=7
ลงชื่อ	7	2	ลง|ชื่อ	ลง|ชื่อ:5 ลงชื่อ:2	train=7
ว่ากันว่า	7	2	ว่า|กัน|ว่า	ว่า|กัน|ว่า:5 ว่ากันว่า:1 ว่ากัน|ว่า:1	train=7
ส่วนไหน	7	2	ส่วน|ไหน	ส่วน|ไหน:5 ส่วนไหน:2	train=6,val=1
หนึ่งหมื่น	7	2	หนึ่ง|หมื่น	หนึ่ง|หมื่น:5 หนึ่งหมื่น:2	train=7
หัวเขา	7	2	หัว|เขา	หัว|เขา:5 หัวเขา:2	train=7
เชฟสลัด	7	2	เชฟ|สลัด	เชฟ|สลัด:5 เชฟสลัด:2	train=7
เวลาว่าง	7	2	เวลา|ว่าง	เวลา|ว่าง:5 เวลาว่าง:2	train=7
เสียแล้ว	7	2	เสีย|แล้ว	เสีย|แล้ว:5 เสียแล้ว:2	train=7
เอาหน่อย	7	2	เอา|หน่อย	เอา|หน่อย:5 เอาหน่อย:2	train=7
เอาอีกแล้ว	7	2	เอาอีกแล้ว	เอาอีกแล้ว:5 เอา|อีกแล้ว:2	train=7
ใบ้คำ	7	2	ใบ้|คำ	ใบ้|คำ:5 ใบ้คำ:2	train=7
การรักษา	6	2	การรักษา	การรักษา:4 การ|รักษา:2	train=6
การเปลี่ยนแปลง	6	2	การเปลี่ยนแปลง	การเปลี่ยนแปลง:4 การ|เปลี่ยนแปลง:2	train=6
การแข่ง	6	2	การแข่ง	การแข่ง:4 การ|แข่ง:2	train=6
ก้อนหิน	6	2	ก้อนหิน	ก้อนหิน:4 ก้อน|หิน:2	train=6
ขอบใจจ้ะ	6	2	ขอบใจ|จ้ะ	ขอบใจ|จ้ะ:4 ขอบใจจ้ะ:2	train=6
คนรับใช้	6	2	คน|รับใช้	คน|รับใช้:4 คนรับใช้:2	train=6
คุณแจ็คสัน	6	2	คุณ|แจ็คสัน	คุณ|แจ็คสัน:4 คุณแจ็คสัน:2	train=6
จดหมายลา	6	2	จดหมายลา	จดหมายลา:4 จดหมาย|ลา:2	train=5,val=1
ชั้นล่าง	6	2	ชั้นล่าง	ชั้นล่าง:4 ชั้น|ล่าง:2	train=6
ซักวัน	6	2	ซักวัน	ซักวัน:4 ซัก|วัน:2	train=5,val=1
ตีห้าครึ่ง	6	2	ตีห้าครึ่ง	ตีห้าครึ่ง:4 ตีห้า|ครึ่ง:2	train=6
ต่อจากนี้	6	2	ต่อ|จาก|นี้	ต่อ|จาก|นี้:4 ต่อจากนี้:2	train=6
ถึงว่า	6	2	ถึงว่า	ถึงว่า:4 ถึง|ว่า:2	train=6
ทั้งตัว	6	2	ทั้งตัว	ทั้งตัว:4 ทั้ง|ตัว:2	train=6
ปิดตาย	6	2	ปิด|ตาย	ปิด|ตาย:4 ปิดตาย:2	train=6
ภาษาญี่ปุ่น	6	2	ภาษา|ญี่ปุ่น	ภาษา|ญี่ปุ่น:4 ภาษาญี่ปุ่น:2	train=6
มีเกียรติ	6	2	มี|เกียรติ	มี|เกียรติ:4 มีเกียรติ:2	train=6
มื้อเย็น	6	2	มื้อเย็น	มื้อเย็น:4 มื้อ|เย็น:2	train=6
ลูกพีช	6	2	ลูกพีช	ลูกพีช:4 ลูก|พีช:2	train=6
ศาลทหาร	6	2	ศาลทหาร	ศาลทหาร:4 ศาล|ทหาร:2	train=6
หมอฟัน	6	2	หมอ|ฟัน	หมอ|ฟัน:4 หมอฟัน:2	train=6
หอกหัก	6	2	หอก|หัก	หอก|หัก:4 หอกหัก:2	train=6
ห้องพัก	6	2	ห้องพัก	ห้องพัก:4 ห้อง|พัก:2	test=1,train=5
อย่างแรก	6	2	อย่าง|แรก	อย่าง|แรก:4 อย่างแรก:2	train=6
อะไรก็ตาม	6	2	อะไร|ก็|ตาม	อะไร|ก็|ตาม:4 อะไร|ก็ตาม:1 อะไรก็ตาม:1	train=6
อีกด้วย	6	2	อีกด้วย	อีกด้วย:4 อีก|ด้วย:2	train=6
เหมือนจริง	6	2	เหมือนจริง	เหมือนจริง:4 เหมือน|จริง:2	train=6
โปรดทราบ	6	2	โปรด|ทราบ	โปรด|ทราบ:4 โปรดทราบ:2	train=6
ไอระยำ	6	2	ไอระยำ	ไอระยำ:4 ไอ|ระยำ:2	train=6
การดี	5	2	การ|ดี	การ|ดี:3 การดี:2	train=5
การทรมาน	5	2	การ|ทรมาน	การ|ทรมาน:3 การทรมาน:2	train=5
การใด	5	2	การ|ใด	การ|ใด:3 การใด:2	train=5
การไต่สวน	5	2	การไต่สวน	การไต่สวน:3 การ|ไต่สวน:2	train=5
ของที่ระลึก	5	2	ของ|ที่ระลึก	ของ|ที่ระลึก:3 ของที่ระลึก:2	train=5
คอหัก	5	2	คอหัก	คอหัก:3 คอ|หัก:2	train=5
คิดสั้น	5	2	คิดสั้น	คิดสั้น:3 คิด|สั้น:2	train=5
คุณวอยเตอร์	5	2	คุณวอยเตอร์	คุณวอยเตอร์:3 คุณ|วอยเตอร์:2	train=5
งานแต่งงาน	5	2	งานแต่งงาน	งานแต่งงาน:3 งาน|แต่งงาน:2	train=5
จางหาย	5	2	จางหาย	จางหาย:3 จาง|หาย:2	train=5
จิตใจดี	5	2	จิตใจดี	จิตใจดี:3 จิตใจ|ดี:2	train=5
ตรงนู้น	5	2	ตรง|นู้น	ตรง|นู้น:3 ตรงนู้น:2	train=5
ตัวไหน	5	2	ตัว|ไหน	ตัว|ไหน:3 ตัวไหน:2	train=5
ตามใจชอบ	5	2	ตามใจชอบ	ตามใจชอบ:3 ตามใจ|ชอบ:2	train=5
ติดหนี้	5	2	ติด|หนี้	ติด|หนี้:3 ติดหนี้:2	train=5
ทีดี	5	2	ทีดี	ทีดี:3 ที|ดี:2	train=5
ที่ซ่อน	5	2	ที่|ซ่อน	ที่|ซ่อน:3 ที่ซ่อน:2	train=5
นักฟิสิกส์	5	2	นักฟิสิกส์	นักฟิสิกส์:3 นัก|ฟิสิกส์:2	train=5
นักล่างู	5	2	นักล่างู	นักล่างู:3 นักล่า|งู:1 นัก|ล่างู:1	train=4,val=1
