# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
躲起来	16	4	躲起来	躲起来:12 躲|起来:4	train=16
这样一来	16	4	这样一来	这样一来:12 这样|一来:4	train=16
--	15	4	--	--:11 -|-:4	train=14,val=1
不小	15	4	不|小	不|小:11 不小:4	train=15
死定	15	4	死|定	死|定:11 死定:4	test=1,train=13,val=1
一面	14	4	一面	一面:10 一|面:4	train=14
三百	14	4	三百	三百:10 三|百:4	train=14
不利	14	4	不利	不利:10 不|利:4	train=14
九转	14	4	九|转	九|转:10 九转:4	train=14
众仙	14	4	众仙	众仙:10 众|仙:4	train=14
只得	14	4	只得	只得:10 只|得:4	train=14
抱着	14	4	抱|着	抱|着:10 抱着:4	train=14
望去	14	4	望去	望去:10 望|去:4	train=13,val=1
要不是	14	4	要不是	要不是:10 要|不|是:4	train=14
踢球	14	4	踢球	踢球:10 踢|球:4	train=14
何不	13	4	何不	何不:9 何|不:4	train=13
接过	13	4	接|过	接|过:9 接过:4	test=1,train=12
此人	13	4	此|人	此|人:9 此人:4	train=13
看出来	13	4	看|出来	看|出来:9 看出来:4	train=13
不容易	12	4	不|容易	不|容易:8 不容易:4	train=12
天玺人	12	4	天玺人	天玺人:8 天玺|人:4	train=12
往下	12	4	往下	往下:8 往|下:4	test=2,train=10
很是	12	4	很是	很是:8 很|是:4	train=11,val=1
我们俩	12	4	我们俩	我们俩:8 我们|俩:4	test=1,train=11
挨咬	12	4	挨|咬	挨|咬:8 挨咬:4	train=12
撞到	12	4	撞到	撞到:8 撞|到:4	train=11,val=1
有道理	12	4	有|道理	有|道理:8 有道理:4	train=12
用不着	12	4	用不着	用不着:8 用|不|着:3 用|不着:1	test=1,train=11
一脸	11	4	一脸	一脸:7 一|脸:4	train=11
向下	11	4	向|下	向|下:7 向下:4	train=11
唱戏	11	4	唱戏	唱戏:7 唱|戏:4	train=11
好大	11	4	好|大	好|大:7 好大:4	train=10,val=1
开灯	11	4	开|灯	开|灯:7 开灯:4	train=11
快要	11	4	快要	快要:7 快|要:4	train=11
无人	11	4	无人	无人:7 无|人:4	train=11
这时候	11	4	这时候	这时候:7 这|时候:4	test=1,train=10
不下	10	4	不下	不下:6 不|下:4	train=10
两头	10	4	两|头	两|头:6 两头:4	train=10
个屁	10	4	个屁	个屁:6 个|屁:4	train=10
之时	10	4	之|时	之|时:6 之时:4	train=10
也好	10	4	也|好	也|好:6 也好:4	train=10
也就是	10	4	也|就是	也|就是:6 也就是:4	train=10
五界	10	4	五|界	五|界:6 五界:4	train=10
借此	10	4	借此	借此:6 借|此:4	train=10
八点	10	4	八|点	八|点:6 八点:4	train=10
动起来	10	4	动起来	动起来:6 动|起来:4	train=10
半空中	10	4	半空中	半空中:6 半空|中:4	train=10
多长时间	10	4	多|长|时间	多|长|时间:6 多长时间:4	train=10
宿命蛊	10	4	宿命蛊	宿命蛊:6 宿命|蛊:4	train=10
少年盗天	10	4	少年盗天	少年盗天:6 少年|盗天:4	train=10
巨阳仙僵	10	4	巨阳仙僵	巨阳仙僵:6 巨阳|仙僵:4	train=10
摇了摇	10	4	摇|了|摇	摇|了|摇:6 摇了摇:4	train=9,val=1
无极魔尊	10	4	无极魔尊	无极魔尊:6 无极|魔尊:4	test=1,train=8,val=1
智慧蛊	10	4	智慧蛊	智慧蛊:6 智慧|蛊:4	train=10
池曲由	10	4	池曲由	池曲由:6 池曲|由:4	train=10
没过多久	10	4	没|过|多久	没|过|多久:6 没过多久:4	train=10
爬上	10	4	爬上	爬上:6 爬|上:4	train=10
知己	10	4	知己	知己:6 知|己:4	train=10
绕到	10	4	绕|到	绕|到:6 绕到:4	train=10
要想	10	4	要|想	要|想:6 要想:4	train=10
锁上	10	4	锁上	锁上:6 锁|上:4	train=10
一跳	9	4	一|跳	一|跳:5 一跳:4	train=9
下个	9	4	下|个	下|个:5 下个:4	train=8,val=1
不寻常	9	4	不寻常	不寻常:5 不|寻常:4	train=9
你妹	9	4	你妹	你妹:5 你|妹:4	train=9
别提	9	4	别|提	别|提:5 别提:4	train=9
带点	9	4	带|点	带|点:5 带点:4	train=9
梦中	9	4	梦|中	梦|中:5 梦中:4	train=9
隔着	9	4	隔着	隔着:5 隔|着:4	train=9
一个个	8	4	一个个	一个个:4 一|个|个:4	train=8
不全	8	4	不全	不全:4 不|全:4	train=8
不知为何	8	4	不知|为何	不知|为何:4 不|知|为何:2 不知为何:2	test=1,train=7
不绝	8	4	不|绝	不|绝:4 不绝:4	train=8
十多	8	4	十|多	十|多:4 十多:4	train=8
唔知	8	4	唔知	唔知:4 唔|知:4	train=8
在外	8	4	在|外	在|外:4 在外:4	train=8
多年来	8	4	多年|来	多年|来:4 多|年来:2 多年来:1 多|年|来:1	train=8
大堆	8	4	大|堆	大|堆:4 大堆:4	train=8
大执政官	8	4	大执政官	大执政官:4 大|执政官:4	train=8
尽全力	8	4	尽|全力	尽|全力:4 尽全力:4	train=8
幽魂魔尊	8	4	幽魂|魔尊	幽魂|魔尊:4 幽魂魔尊:4	train=7,val=1
打成	8	4	打成	打成:4 打|成:4	train=8
扔进	8	4	扔|进	扔|进:4 扔进:4	train=8
极了	8	4	极了	极了:4 极|了:4	train=8
滴答声	8	4	滴答|声	滴答|声:4 滴答声:4	train=8
牙之领主	8	4	牙|之|领主	牙|之|领主:4 牙之领主:4	train=8
看去	8	4	看|去	看|去:4 看去:4	train=8
积德蛊	8	4	积德|蛊	积德|蛊:4 积德蛊:4	train=8
站直	8	4	站|直	站|直:4 站直:4	test=1,train=7
表面上	8	4	表面上	表面上:4 表面|上:4	train=8
这一刻	8	4	这一刻	这一刻:4 这|一刻:4	train=8
逃出	8	4	逃|出	逃|出:4 逃出:4	train=8
下一步	7	4	下一步	下一步:3 下|一|步:2 下|一步:2	test=1,train=6
一大块	6	4	一|大块	一|大块:2 一|大|块:2 一大块:2	train=6
另一位	6	4	另|一|位	另|一|位:2 另一位:2 另一|位:2	train=6
叨伟里	6	4	叨|伟|里	叨|伟|里:2 叨伟里:2 叨|伟里:2	test=1,train=5
想不通	6	4	想|不通	想|不通:2 想不通:2 想|不|通:2	train=6
第九旅	6	4	第九旅	第九旅:2 第九|旅:2 第|九|旅:2	train=6
这么	822	3	这么	这么:819 这|么:3	test=8,train=807,val=7
看到	434	3	看到	看到:431 看|到:3	test=7,train=424,val=3
来了	250	3	来|了	来|了:247 来了:3	test=1,train=245,val=4
快点	197	3	快点	快点:194 快|点:3	test=2,train=193,val=2
的时候	171	3	的|时候	的|时候:168 的时候:3	test=2,train=168,val=1
该死	142	3	该死	该死:139 该|死:3	test=2,train=140
几个	128	3	几|个	几|个:125 几个:3	train=126,val=2
就算	95	3	就算	就算:92 就|算:3	test=1,train=94
没错	85	3	没错	没错:82 没|错:3	train=83,val=2
能不能	84	3	能|不|能	能|不|能:81 能不能:3	train=83,val=1
不同	81	3	不同	不同:78 不|同:3	train=81
一口	75	3	一|口	一|口:72 一口:3	train=74,val=1
来到	71	3	来到	来到:68 来|到:3	train=71
快走	59	3	快|走	快|走:56 快走:3	test=2,train=55,val=2
做到	51	3	做到	做到:48 做|到:3	test=1,train=50
双手	50	3	双手	双手:47 双|手:3	train=50
太好	49	3	太|好	太|好:46 太好:3	train=49
下一	34	3	下|一	下|一:31 下一:3	train=34
头上	34	3	头上	头上:31 头|上:3	train=34
几岁	33	3	几|岁	几|岁:30 几岁:3	train=32,val=1
没能	31	3	没|能	没|能:28 没能:3	train=28,val=3
床上	30	3	床|上	床|上:27 床上:3	train=29,val=1
滚开	28	3	滚开	滚开:25 滚|开:3	train=28
三天	27	3	三|天	三|天:24 三天:3	train=27
不停	26	3	不停	不停:23 不|停:3	train=26
不止	26	3	不止	不止:23 不|止:3	test=1,train=25
上楼	24	3	上楼	上楼:21 上|楼:3	train=24
好多	22	3	好多	好多:19 好|多:3	train=22
带给	21	3	带给	带给:18 带|给:3	train=20,val=1
懂得	21	3	懂得	懂得:18 懂|得:3	train=21
不在乎	20	3	不|在乎	不|在乎:17 不在乎:3	train=20
二位	20	3	二|位	二|位:17 二位:3	train=18,val=2
学到	20	3	学到	学到:17 学|到:3	train=20
最多	20	3	最多	最多:17 最|多:3	train=20
地道	19	3	地|道	地|道:16 地道:3	train=17,val=2
想起来	19	3	想起来	想起来:16 想|起来:3	train=19
一周	18	3	一|周	一|周:15 一周:3	train=18
说来	18	3	说来	说来:15 说|来:3	train=17,val=1
难看	18	3	难看	难看:15 难|看:3	train=18
不和	17	3	不|和	不|和:14 不和:3	train=17
写信	16	3	写信	写信:13 写|信:3	train=16
吓到	16	3	吓到	吓到:13 吓|到:3	train=16
天才	16	3	天才	天才:13 天|才:3	train=16
要命	16	3	要命	要命:13 要|命:3	train=15,val=1
养的	15	3	养|的	养|的:12 养的:3	train=15
想像	15	3	想像	想像:12 想|像:3	train=15
留着	15	3	留|着	留|着:12 留着:3	train=15
不快	14	3	不快	不快:11 不|快:3	train=13,val=1
朋友们	14	3	朋友们	朋友们:11 朋友|们:3	train=14
三年	13	3	三|年	三|年:10 三年:3	train=12,val=1
所见	13	3	所|见	所|见:10 所见:3	train=13
活下来	13	3	活下来	活下来:10 活|下来:3	train=13
不等	12	3	不|等	不|等:9 不等:3	train=12
右转	12	3	右转	右转:9 右|转:3	train=12
吃药	12	3	吃|药	吃|药:9 吃药:3	train=12
好几	12	3	好几	好几:9 好|几:3	train=12
臭小子	12	3	臭小子	臭小子:9 臭|小子:3	train=11,val=1
吃饱	11	3	吃|饱	吃|饱:8 吃饱:3	train=11
小女孩	11	3	小女孩	小女孩:8 小|女孩:3	test=2,train=9
您好	11	3	您好	您好:8 您|好:3	train=11
不合	10	3	不|合	不|合:7 不合:3	train=10
不高兴	10	3	不|高兴	不|高兴:7 不高兴:3	train=10
好嘛	10	3	好|嘛	好|嘛:7 好嘛:3	train=10
就是说	10	3	就是|说	就是|说:7 就|是|说:2 就是说:1	train=10
怎么回事儿	10	3	怎么回事儿	怎么回事儿:7 怎么|回事儿:3	train=10
累死	10	3	累死	累死:7 累|死:3	train=10
不仅仅	9	3	不仅仅	不仅仅:6 不|仅仅:3	train=9
咬着	9	3	咬|着	咬|着:6 咬着:3	train=9
巴特帮	9	3	巴特|帮	巴特|帮:6 巴特帮:3	train=9
戴上	9	3	戴上	戴上:6 戴|上:3	train=9
过头	9	3	过|头	过|头:6 过头:3	train=9
送去	9	3	送去	送去:6 送|去:3	train=9
骗人	9	3	骗|人	骗|人:6 骗人:3	train=9
帮到	8	3	帮|到	帮|到:5 帮到:3	train=8
弄好	8	3	弄|好	弄|好:5 弄好:3	train=7,val=1
想好	8	3	想好	想好:5 想|好:3	train=8
有份	8	3	有|份	有|份:5 有份:3	train=8
着想	8	3	着想	着想:5 着|想:3	test=2,train=5,val=1
那晚	8	3	那晚	那晚:5 那|晚:3	train=8
骑车	8	3	骑车	骑车:5 骑|车:3	train=8
一两	7	3	一两	一两:4 一|两:3	train=7
一角	7	3	一角	一角:4 一|角:3	train=7
上船	7	3	上船	上船:4 上|船:3	train=7
不要命	7	3	不要命	不要命:4 不|要命:2 不|要|命:1	train=7
不要脸	7	3	不要脸	不要脸:4 不|要脸:2 不|要|脸:1	train=7
不通	7	3	不|通	不|通:4 不通:3	train=7
你们家	7	3	你们家	你们家:4 你们|家:3	train=7
小东西	7	3	小|东西	小|东西:4 小东西:3	train=7
岂是	7	3	岂|是	岂|是:4 岂是:3	train=7
我靠	7	3	我靠	我靠:4 我|靠:3	train=7
所需	7	3	所|需	所|需:4 所需:3	train=7
打手枪	7	3	打手枪	打手枪:4 打|手枪:3	train=7
敢问	7	3	敢问	敢问:4 敢|问:3	train=7
每年	7	3	每年	每年:4 每|年:3	test=1,train=6
海里	7	3	海|里	海|里:4 海里:3	train=7
练武	7	3	练|武	练|武:4 练武:3	test=1,train=6
绝不能	7	3	绝|不|能	绝|不|能:4 绝不|能:2 绝不能:1	train=7
老巫婆	7	3	老巫婆	老巫婆:4 老|巫婆:3	train=7
聪明人	7	3	聪明|人	聪明|人:4 聪明人:3	train=7
背上	7	3	背|上	背|上:4 背上:3	train=7
萨海先生	7	3	萨海|先生	萨海|先生:4 萨海先生:3	train=7
课上	7	3	课|上	课|上:4 课上:3	train=7
谁家	7	3	谁|家	谁|家:4 谁家:3	train=7
赶出去	7	3	赶出去	赶出去:4 赶|出去:3	train=7
赶时间	7	3	赶|时间	赶|时间:4 赶时间:3	train=7
这等	7	3	这等	这等:4 这|等:3	train=7
逃出来	7	3	逃|出来	逃|出来:4 逃出来:3	train=6,val=1
不一定	6	3	不一定	不一定:3 不|一定:3	train=6
五千	6	3	五|千	五|千:3 五千:3	train=6
五点	6	3	五点	五点:3 五|点:3	train=6
偷来	6	3	偷来	偷来:3 偷|来:3	train=6
再说了	6	3	再说了	再说了:3 再说|了:2 再|说|了:1	train=6
十分钟	6	3	十分钟	十分钟:3 十|分钟:3	train=6
小王子	6	3	小王子	小王子:3 小|王子:3	train=6
常有	6	3	常|有	常|有:3 常有:3	train=6
找来	6	3	找|来	找|来:3 找来:3	train=5,val=1
有一腿	6	3	有|一|腿	有|一|腿:3 有一腿:2 有|一腿:1	train=6
祢豆子	6	3	祢|豆子	祢|豆子:3 祢豆子:3	train=6
穿好	6	3	穿好	穿好:3 穿|好:3	train=6
好几次	5	3	好几次	好几次:2 好几|次:2 好|几|次:1	train=5
带回来	5	3	带回|来	带回|来:2 带|回来:2 带回来:1	train=5
弄丢了	5	3	弄丢了	弄丢了:2 弄丢|了:2 弄|丢|了:1	train=5
我的	1310	2	我|的	我|的:1308 我的:2	test=5,train=1294,val=11
东西	645	2	东西	东西:643 东|西:2	test=2,train=636,val=7
真的	628	2	真的	真的:626 真|的:2	test=6,train=621,val=1
干嘛	493	2	干嘛	干嘛:491 干|嘛:2	test=4,train=483,val=6
的人	481	2	的|人	的|人:479 的人:2	test=8,train=469,val=4
在哪	193	2	在|哪	在|哪:191 在哪:2	train=190,val=3
下去	174	2	下去	下去:172 下|去:2	test=2,train=170,val=2
回家	174	2	回家	回家:172 回|家:2	train=172,val=2
你看	171	2	你|看	你|看:169 你看:2	test=3,train=167,val=1
这样的	165	2	这样|的	这样|的:163 这样的:2	test=2,train=158,val=5
这一	163	2	这|一	这|一:161 这一:2	test=2,train=157,val=4
很好	157	2	很|好	很|好:155 很好:2	test=1,train=155,val=1
他妈的	154	2	他妈的	他妈的:152 他妈|的:2	test=1,train=152,val=1
中的	151	2	中|的	中|的:149 中的:2	test=4,train=145,val=2
身上	150	2	身上	身上:148 身|上:2	train=146,val=4
是否	143	2	是否	是否:141 是|否:2	test=1,train=139,val=3
什么意思	142	2	什么|意思	什么|意思:140 什么意思:2	test=1,train=141
是说	137	2	是|说	是|说:135 是说:2	train=136,val=1
看来	108	2	看来	看来:106 看|来:2	test=1,train=106,val=1
也有	97	2	也|有	也|有:95 也有:2	test=1,train=95,val=1
怎么说	96	2	怎么|说	怎么|说:94 怎么说:2	test=1,train=93,val=2
第二	92	2	第二	第二:90 第|二:2	train=92
一条	86	2	一|条	一|条:84 一条:2	test=3,train=82,val=1
个月	66	2	个|月	个|月:64 个月:2	test=3,train=62,val=1
对不对	66	2	对|不|对	对|不|对:64 对不对:2	train=66
意识到	66	2	意识到	意识到:64 意识|到:2	train=66
而不是	66	2	而|不|是	而|不|是:64 而不是:2	train=66
听起来	65	2	听起来	听起来:63 听|起来:2	train=64,val=1
乃是	64	2	乃是	乃是:62 乃|是:2	train=64
不说	62	2	不|说	不|说:60 不说:2	test=1,train=61
了些	61	2	了|些	了|些:59 了些:2	test=1,train=60
有了	61	2	有|了	有|了:59 有了:2	train=61
然而	61	2	然而	然而:59 然|而:2	test=1,train=60
一半	60	2	一半	一半:58 一|半:2	test=1,train=58,val=1
并非	57	2	并非	并非:55 并|非:2	test=1,train=55,val=1
什么样	56	2	什么样	什么样:54 什么|样:2	test=2,train=54
要说	55	2	要|说	要|说:53 要说:2	train=54,val=1
那么多	55	2	那么|多	那么|多:53 那么多:2	train=55
杀人	54	2	杀人	杀人:52 杀|人:2	train=53,val=1
没问题	54	2	没|问题	没|问题:52 没问题:2	train=54
地上	53	2	地上	地上:51 地|上:2	train=53
之一	51	2	之一	之一:49 之|一:2	train=49,val=2
某种	49	2	某种	某种:47 某|种:2	test=2,train=47
交给	48	2	交给	交给:46 交|给:2	train=48
另一个	47	2	另|一|个	另|一|个:45 另一个:2	train=47
好不	47	2	好|不	好|不:45 好不:2	test=1,train=46
两位	45	2	两|位	两|位:43 两位:2	test=2,train=43
想过	44	2	想|过	想|过:42 想过:2	train=43,val=1
看得	44	2	看|得	看|得:42 看得:2	train=44
一路	43	2	一路	一路:41 一|路:2	test=1,train=39,val=3
这才	43	2	这|才	这|才:41 这才:2	train=43
手里	41	2	手里	手里:39 手|里:2	train=41
眼中	40	2	眼中	眼中:38 眼|中:2	test=1,train=39
不少	39	2	不少	不少:37 不|少:2	train=39
睡着	39	2	睡着	睡着:37 睡|着:2	test=2,train=37
而言	38	2	而言	而言:36 而|言:2	test=3,train=35
接着	37	2	接着	接着:35 接|着:2	train=37
下车	36	2	下车	下车:34 下|车:2	test=1,train=34,val=1
不爱	36	2	不|爱	不|爱:34 不爱:2	train=36
要么	36	2	要么	要么:34 要|么:2	train=36
停下来	35	2	停下来	停下来:33 停|下来:2	train=35
付钱	33	2	付钱	付钱:31 付|钱:2	train=33
做出	32	2	做出	做出:30 做|出:2	train=30,val=2
尤其是	32	2	尤其|是	尤其|是:30 尤其是:2	train=32
找个	32	2	找|个	找|个:30 找个:2	train=30,val=2
这个人	31	2	这|个|人	这|个|人:29 这个人:2	test=1,train=30
一团	29	2	一|团	一|团:27 一团:2	train=29
不多	29	2	不|多	不|多:27 不多:2	test=1,train=28
咬紧	29	2	咬紧	咬紧:27 咬|紧:2	test=2,train=27
带上	29	2	带上	带上:27 带|上:2	train=29
一记	28	2	一|记	一|记:26 一记:2	train=28
一辈子	28	2	一辈子	一辈子:26 一|辈子:2	train=28
认得	28	2	认得	认得:26 认|得:2	train=28
了点	27	2	了|点	了|点:25 了点:2	test=1,train=26
伟同	27	2	伟同	伟同:25 伟|同:2	test=1,train=25,val=1
一起来	26	2	一起|来	一起|来:24 一起来:1 一|起来:1	test=1,train=25
家老	26	2	家老	家老:24 家|老:2	train=25,val=1
起身	26	2	起身	起身:24 起|身:2	train=25,val=1
冷静点	25	2	冷静|点	冷静|点:23 冷静点:2	train=23,val=2
之下	24	2	之下	之下:22 之|下:2	train=24
凡蛊	24	2	凡蛊	凡蛊:22 凡|蛊:2	train=24
搞的	24	2	搞|的	搞|的:22 搞的:2	train=24
受不了	23	2	受不了	受不了:21 受|不|了:2	train=23
好点	23	2	好点	好点:21 好|点:2	train=22,val=1
有过	23	2	有|过	有|过:21 有过:2	train=23
不肯	22	2	不|肯	不|肯:20 不肯:2	train=22
为此	22	2	为此	为此:20 为|此:2	train=21,val=1
他人	22	2	他人	他人:20 他|人:2	test=1,train=21
叹了口气	22	2	叹|了|口气	叹|了|口气:20 叹了口气:2	train=22
打的	22	2	打|的	打|的:20 打的:2	train=22
紫薇仙子	22	2	紫薇仙子	紫薇仙子:20 紫薇|仙子:2	train=22
开了	21	2	开|了	开|了:19 开了:2	train=21
多远	20	2	多|远	多|远:18 多远:2	train=20
换个	20	2	换|个	换|个:18 换个:2	train=20
有所	20	2	有所	有所:18 有|所:2	train=20
皱起	20	2	皱起	皱起:18 皱|起:2	train=20
一顿	19	2	一|顿	一|顿:17 一顿:2	train=19
你们俩	19	2	你们俩	你们俩:17 你们|俩:2	train=19
挺好	19	2	挺|好	挺|好:17 挺好:2	train=18,val=1
无论如何	19	2	无论如何	无论如何:17 无论|如何:2	test=1,train=16,val=2
每次	19	2	每|次	每|次:17 每次:2	train=19
仙僵	18	2	仙僵	仙僵:16 仙|僵:2	train=18
墙上	18	2	墙|上	墙|上:16 墙上:2	train=18
小事	18	2	小事	小事:16 小|事:2	train=18
什麽事	17	2	什麽|事	什麽|事:15 什麽事:2	train=17
全世界	17	2	全世界	全世界:15 全|世界:2	train=17
只手	17	2	只|手	只|手:15 只手:2	train=17
打来	17	2	打来	打来:15 打|来:2	train=17
挂在	17	2	挂|在	挂|在:15 挂在:2	train=17
酒吧	17	2	酒吧	酒吧:15 酒|吧:2	train=17
从中	16	2	从中	从中:14 从|中:2	test=1,train=15
对方源	16	2	对|方源	对|方源:14 对方源:2	train=16
杯茶	16	2	杯|茶	杯|茶:14 杯茶:2	train=16
梦求真	16	2	梦求真	梦求真:14 梦|求真:2	train=16
给钱	16	2	给|钱	给|钱:14 给钱:2	train=16
老了	16	2	老|了	老|了:14 老了:2	test=1,train=15
越是	16	2	越是	越是:14 越|是:2	train=16
魔尊幽魂	16	2	魔尊|幽魂	魔尊|幽魂:14 魔尊幽魂:2	train=16
一瞬间	15	2	一瞬间	一瞬间:13 一|瞬间:2	test=2,train=13
不掉	15	2	不|掉	不|掉:13 不掉:2	train=15
另一个人	15	2	另|一|个|人	另|一|个|人:13 另一个人:2	train=15
想念	15	2	想念	想念:13 想|念:2	train=15
拿出	15	2	拿出	拿出:13 拿|出:2	train=14,val=1
极大	15	2	极大	极大:13 极|大:2	train=15
没有用	15	2	没有|用	没有|用:13 没有用:2	train=15
点点头	15	2	点点头	点点头:13 点|点头:2	train=15
不由得	14	2	不由得	不由得:12 不|由得:2	train=13,val=1
不至于	14	2	不至于	不至于:12 不|至于:2	train=14
巨阳意志	14	2	巨阳|意志	巨阳|意志:12 巨阳意志:2	train=13,val=1
春秋蝉	14	2	春秋蝉	春秋蝉:12 春秋|蝉:2	train=14
气海老祖	14	2	气海老祖	气海老祖:12 气海|老祖:2	train=14
琅琊派	14	2	琅琊派	琅琊派:12 琅琊|派:2	train=14
看医生	14	2	看|医生	看|医生:12 看医生:2	train=14
赢得	14	2	赢得	赢得:12 赢|得:2	train=14
这家	14	2	这|家	这|家:12 这家:2	train=13,val=1
透着	14	2	透|着	透|着:12 透着:2	train=14
一开始	13	2	一开始	一开始:11 一|开始:2	test=1,train=12
一族	13	2	一族	一族:11 一|族:2	train=13
不是吧	13	2	不|是|吧	不|是|吧:11 不是吧:2	train=13
中了	13	2	中|了	中|了:11 中了:2	train=12,val=1
之类的	13	2	之类|的	之类|的:11 之类的:2	test=1,train=12
人选	13	2	人选	人选:11 人|选:2	train=13
听不见	13	2	听|不|见	听|不|见:11 听不见:2	train=13
哪天	13	2	哪天	哪天:11 哪|天:2	test=1,train=12
多长	13	2	多|长	多|长:11 多长:2	train=13
某处	13	2	某处	某处:11 某|处:2	train=13
第二次	13	2	第二|次	第二|次:11 第二次:2	train=13
这个样子	13	2	这|个|样子	这|个|样子:11 这个样子:2	train=13
送信	13	2	送信	送信:11 送|信:2	train=13
镇上	13	2	镇上	镇上:11 镇|上:2	train=13
三转	12	2	三|转	三|转:10 三转:2	train=12
上台	12	2	上台	上台:10 上|台:2	train=12
不下去	12	2	不|下去	不|下去:10 不下去:2	train=12
不怎么	12	2	不|怎么	不|怎么:10 不怎么:2	train=11,val=1
不问	12	2	不|问	不|问:10 不问:2	train=12
乱动	12	2	乱动	乱动:10 乱|动:2	train=11,val=1
事后	12	2	事后	事后:10 事|后:2	train=12
兄弟们	12	2	兄弟们	兄弟们:10 兄弟|们:2	train=12
守卫们	12	2	守卫|们	守卫|们:10 守卫们:2	train=12
寄给	12	2	寄|给	寄|给:10 寄给:2	train=12
得以	12	2	得以	得以:10 得|以:2	train=11,val=1
打水	12	2	打水	打水:10 打|水:2	train=12
温中尉	12	2	温中尉	温中尉:10 温|中尉:2	train=11,val=1
独自一人	12	2	独自|一人	独自|一人:10 独自一人:2	train=12
短裤	12	2	短裤	短裤:10 短|裤:2	train=12
站到	12	2	站|到	站|到:10 站到:2	train=12
第一天	12	2	第一|天	第一|天:10 第一天:2	train=12
而出	12	2	而|出	而|出:10 而出:2	train=12
要石	12	2	要石	要石:10 要|石:2	train=12
说错	12	2	说|错	说|错:10 说错:2	test=1,train=11
跑到	12	2	跑|到	跑|到:10 跑到:2	train=12
阿舍尔领主	12	2	阿舍尔|领主	阿舍尔|领主:10 阿舍尔领主:2	train=12
伙计们	11	2	伙计们	伙计们:9 伙计|们:2	train=11
太过分	11	2	太|过分	太|过分:9 太过分:2	train=11
急着	11	2	急|着	急|着:9 急着:2	test=1,train=10
打烂	11	2	打|烂	打|烂:9 打烂:2	train=11
捉到	11	2	捉到	捉到:9 捉|到:2	train=11
水流	11	2	水流	水流:9 水|流:2	test=1,train=10
着了	11	2	着|了	着|了:9 着了:2	train=11
糟了	11	2	糟|了	糟|了:9 糟了:2	train=11
能干	11	2	能|干	能|干:9 能干:2	train=11
递给	11	2	递给	递给:9 递|给:2	train=11
靠着	11	2	靠|着	靠|着:9 靠着:2	train=11
飞了	11	2	飞|了	飞|了:9 飞了:2	train=11
饶了	11	2	饶|了	饶|了:9 饶了:2	train=11
也就是说	10	2	也就是说	也就是说:8 也|就是|说:2	train=10
什麽时候	10	2	什麽|时候	什麽|时候:8 什麽时候:2	train=10
决不	10	2	决不	决不:8 决|不:2	test=1,train=9
别看	10	2	别|看	别|看:8 别看:2	train=10
千里	10	2	千里	千里:8 千|里:2	train=10
咋了	10	2	咋|了	咋|了:8 咋了:2	train=10
哪家	10	2	哪|家	哪|家:8 哪家:2	train=10
商家	10	2	商家	商家:8 商|家:2	train=10
喝水	10	2	喝|水	喝|水:8 喝水:2	train=10
在手	10	2	在|手	在|手:8 在手:2	train=10
宋也	10	2	宋|也	宋|也:8 宋也:2	train=10
岛上	10	2	岛|上	岛|上:8 岛上:2	train=10
挖土	10	2	挖|土	挖|土:8 挖土:2	train=10
搬到	10	2	搬|到	搬|到:8 搬到:2	train=10
撞上	10	2	撞上	撞上:8 撞|上:2	train=10
敲门	10	2	敲门	敲门:8 敲|门:2	train=10
曹上校	10	2	曹上校	曹上校:8 曹|上校:2	train=9,val=1
此招	10	2	此|招	此|招:8 此招:2	train=10
死后	10	2	死|后	死|后:8 死后:2	train=10
没办法	10	2	没|办法	没|办法:8 没办法:2	train=9,val=1
海上	10	2	海上	海上:8 海|上:2	train=10
琅琊福地	10	2	琅琊|福地	琅琊|福地:8 琅琊福地:2	train=10
直撞蛊	10	2	直撞|蛊	直撞|蛊:8 直撞蛊:2	train=10
看在	10	2	看|在	看|在:8 看在:2	train=10
真阳楼	10	2	真阳楼	真阳楼:8 真阳|楼:2	train=10
确认道	10	2	确认|道	确认|道:8 确认道:2	train=10
神不知	10	2	神不知	神不知:8 神|不知:2	train=10
第十九	10	2	第|十九	第|十九:8 第十九:2	train=10
算不上	10	2	算|不上	算|不上:8 算不上:2	train=10
缠着	10	2	缠|着	缠|着:8 缠着:2	train=10
那样一来	10	2	那样|一来	那样|一来:8 那样一来:2	train=10
铁家	10	2	铁家	铁家:8 铁|家:2	train=10
镜舞者	10	2	镜舞者	镜舞者:8 镜|舞者:2	train=9,val=1
不死	9	2	不|死	不|死:7 不死:2	train=9
之门	9	2	之|门	之|门:7 之门:2	train=9
九天	9	2	九|天	九|天:7 九天:2	train=9
二年级	9	2	二年级	二年级:7 二|年级:2	train=9
传给	9	2	传给	传给:7 传|给:2	train=9
伤到	9	2	伤|到	伤|到:7 伤到:2	test=1,train=8
光是	9	2	光是	光是:7 光|是:2	train=9
出钱	9	2	出钱	出钱:7 出|钱:2	train=9
吃喝	9	2	吃喝	吃喝:7 吃|喝:2	train=9
天晚上	9	2	天|晚上	天|晚上:7 天晚上:2	train=9
好吃的	9	2	好吃|的	好吃|的:7 好吃的:2	test=1,train=8
家中	9	2	家中	家中:7 家|中:2	train=9
