# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
ไล่ตาม	11	3	ไล่ตาม	ไล่ตาม:8 ไล่|ตาม:3	train=11
คนเจ็บ	10	3	คน|เจ็บ	คน|เจ็บ:7 คนเจ็บ:3	train=8,val=2
คนใช้	10	3	คนใช้	คนใช้:7 คน|ใช้:3	train=9,val=1
คืนนั้น	10	3	คืนนั้น	คืนนั้น:7 คืน|นั้น:3	train=10
พี่มาก	10	3	พี่|มาก	พี่|มาก:7 พี่มาก:3	train=10
มอบตัว	10	3	มอบ|ตัว	มอบ|ตัว:7 มอบตัว:3	test=1,train=9
ยังไงก็ตาม	10	3	ยังไงก็ตาม	ยังไงก็ตาม:7 ยังไง|ก็|ตาม:3	train=10
รอบตัว	10	3	รอบ|ตัว	รอบ|ตัว:7 รอบตัว:3	train=9,val=1
สี่สิบ	10	3	สี่สิบ	สี่สิบ:7 สี่|สิบ:3	train=10
อดตาย	10	3	อดตาย	อดตาย:7 อด|ตาย:3	train=10
เข้าที่	10	3	เข้า|ที่	เข้า|ที่:7 เข้าที่:3	train=10
เหรียญทอง	10	3	เหรียญทอง	เหรียญทอง:7 เหรียญ|ทอง:3	train=10
ตายห่า	9	3	ตาย|ห่า	ตาย|ห่า:6 ตายห่า:3	test=1,train=8
ติดต่อกัน	9	3	ติดต่อกัน	ติดต่อกัน:6 ติดต่อ|กัน:3	train=9
พบเห็น	9	3	พบ|เห็น	พบ|เห็น:6 พบเห็น:3	train=8,val=1
รวมตัว	9	3	รวม|ตัว	รวม|ตัว:6 รวมตัว:3	train=8,val=1
รู้น่า	9	3	รู้|น่า	รู้|น่า:6 รู้น่า:3	train=9
ละอายใจ	9	3	ละอายใจ	ละอายใจ:6 ละอาย|ใจ:3	train=9
สิบห้า	9	3	สิบห้า	สิบห้า:6 สิบ|ห้า:3	train=9
สิ่งใด	9	3	สิ่ง|ใด	สิ่ง|ใด:6 สิ่งใด:3	train=9
หีบเพลง	9	3	หีบเพลง	หีบเพลง:6 หีบ|เพลง:3	train=8,val=1
เป็นลม	9	3	เป็นลม	เป็นลม:6 เป็น|ลม:3	train=9
แทบจะ	9	3	แทบ|จะ	แทบ|จะ:6 แทบจะ:3	train=9
ให้การ	9	3	ให้การ	ให้การ:6 ให้|การ:3	train=9
คนแคระ	8	3	คน|แคระ	คน|แคระ:5 คนแคระ:3	train=8
ทางด้าน	8	3	ทางด้าน	ทางด้าน:5 ทาง|ด้าน:3	train=8
ทางเหนือ	8	3	ทาง|เหนือ	ทาง|เหนือ:5 ทางเหนือ:3	train=8
นำเข้า	8	3	นำเข้า	นำเข้า:5 นำ|เข้า:3	train=8
ยายแก่	8	3	ยายแก่	ยายแก่:5 ยาย|แก่:3	train=8
สติอารมณ์	8	3	สติ|อารมณ์	สติ|อารมณ์:5 สติอารมณ์:3	test=1,train=7
อีกเดี๋ยว	8	3	อีก|เดี๋ยว	อีก|เดี๋ยว:5 อีกเดี๋ยว:3	test=1,train=7
เข้ากัน	8	3	เข้า|กัน	เข้า|กัน:5 เข้ากัน:3	train=8
เดือนหน้า	8	3	เดือน|หน้า	เดือน|หน้า:5 เดือนหน้า:3	train=8
เท้าเปล่า	8	3	เท้า|เปล่า	เท้า|เปล่า:5 เท้าเปล่า:3	train=8
เสียอีก	8	3	เสียอีก	เสียอีก:5 เสีย|อีก:3	train=8
ไม่เป็นอะไร	8	3	ไม่|เป็น|อะไร	ไม่|เป็น|อะไร:5 ไม่เป็น|อะไร:2 ไม่เป็นอะไร:1	train=7,val=1
ชักธง	7	3	ชัก|ธง	ชัก|ธง:4 ชักธง:3	train=7
ตอนจบ	7	3	ตอนจบ	ตอนจบ:4 ตอน|จบ:3	train=7
ติดเชื้อ	7	3	ติด|เชื้อ	ติด|เชื้อ:4 ติดเชื้อ:3	train=7
ทางใต้	7	3	ทางใต้	ทางใต้:4 ทาง|ใต้:3	train=6,val=1
นักล่าปิศาจ	7	3	นักล่า|ปิศาจ	นักล่า|ปิศาจ:4 นักล่าปิศาจ:3	train=7
น้อยกว่า	7	3	น้อยกว่า	น้อยกว่า:4 น้อย|กว่า:3	train=7
ป้าแช่ม	7	3	ป้าแช่ม	ป้าแช่ม:4 ป้า|แช่ม:3	train=7
มือดี	7	3	มือ|ดี	มือ|ดี:4 มือดี:3	train=7
วังมังกร	7	3	วังมังกร	วังมังกร:4 วัง|มังกร:3	train=7
เป็นธรรมชาติ	7	3	เป็นธรรมชาติ	เป็นธรรมชาติ:4 เป็น|ธรรมชาติ:3	train=7
เอาหน่อย	7	3	เอา|หน่อย	เอา|หน่อย:4 เอาหน่อย:3	train=7
ได้ความ	7	3	ได้ความ	ได้ความ:4 ได้|ความ:3	train=7
คนดัง	6	3	คนดัง	คนดัง:3 คน|ดัง:3	train=6
ตู้เสื้อผ้า	6	3	ตู้|เสื้อผ้า	ตู้|เสื้อผ้า:3 ตู้เสื้อผ้า:3	train=6
บ้านผีสิง	6	3	บ้าน|ผีสิง	บ้าน|ผีสิง:3 บ้านผีสิง:3	train=6
ปิดตาย	6	3	ปิดตาย	ปิดตาย:3 ปิด|ตาย:3	train=6
ผีสิง	6	3	ผีสิง	ผีสิง:3 ผี|สิง:3	train=6
พอกันที	6	3	พอกันที	พอกันที:3 พอกัน|ที:2 พอ|กัน|ที:1	test=2,train=4
ลูกแมว	6	3	ลูกแมว	ลูกแมว:3 ลูก|แมว:3	train=6
วางมือ	6	3	วาง|มือ	วาง|มือ:3 วางมือ:3	train=6
สมัยนั้น	6	3	สมัยนั้น	สมัยนั้น:3 สมัย|นั้น:3	train=6
หมดตัว	6	3	หมด|ตัว	หมด|ตัว:3 หมดตัว:3	train=6
หยุดนิ่ง	6	3	หยุด|นิ่ง	หยุด|นิ่ง:3 หยุดนิ่ง:3	train=6
อะนะ	6	3	อะ|นะ	อะ|นะ:3 อะนะ:3	train=6
จับตามอง	5	3	จับ|ตามอง	จับ|ตามอง:2 จับตามอง:2 จับ|ตา|มอง:1	train=5
ทำไม	1488	2	ทำไม	ทำไม:1486 ทำ|ไม:2	test=7,train=1467,val=14
ออกไป	501	2	ออก|ไป	ออก|ไป:499 ออกไป:2	test=3,train=490,val=8
อยู่ไหน	379	2	อยู่|ไหน	อยู่|ไหน:377 อยู่ไหน:2	test=8,train=366,val=5
เร็วเข้า	291	2	เร็ว|เข้า	เร็ว|เข้า:289 เร็วเข้า:2	test=1,train=287,val=3
พวกนี้	155	2	พวก|นี้	พวก|นี้:153 พวกนี้:2	test=1,train=152,val=2
ได้ไง	148	2	ได้|ไง	ได้|ไง:146 ได้ไง:2	test=1,train=145,val=2
เร็วๆ	140	2	เร็ว|ๆ	เร็ว|ๆ:138 เร็วๆ:2	test=4,train=135,val=1
หรือไม่	134	2	หรือ|ไม่	หรือ|ไม่:132 หรือไม่:2	test=1,train=132,val=1
พูดถึง	103	2	พูด|ถึง	พูด|ถึง:101 พูดถึง:2	train=101,val=2
แน่ๆ	101	2	แน่ๆ	แน่ๆ:99 แน่|ๆ:2	train=100,val=1
ขึ้นไป	99	2	ขึ้น|ไป	ขึ้น|ไป:97 ขึ้นไป:2	train=98,val=1
ออกจาก	91	2	ออก|จาก	ออก|จาก:89 ออกจาก:2	test=1,train=89,val=1
ไม่งั้น	79	2	ไม่งั้น	ไม่งั้น:77 ไม่|งั้น:2	test=4,train=75
ขนาดนั้น	71	2	ขนาด|นั้น	ขนาด|นั้น:69 ขนาดนั้น:2	train=71
แต่ว่า	66	2	แต่ว่า	แต่ว่า:64 แต่|ว่า:2	train=66
ทุกวัน	65	2	ทุกวัน	ทุกวัน:63 ทุก|วัน:2	train=64,val=1
ในนี้	58	2	ใน|นี้	ใน|นี้:56 ในนี้:2	test=1,train=56,val=1
หน้าที่	51	2	หน้าที่	หน้าที่:49 หน้า|ที่:2	train=51
แบบไหน	48	2	แบบ|ไหน	แบบ|ไหน:46 แบบไหน:2	test=1,train=47
จากไป	43	2	จากไป	จากไป:41 จาก|ไป:2	train=42,val=1
สักครู่	43	2	สักครู่	สักครู่:41 สัก|ครู่:2	train=43
ทางออก	42	2	ทางออก	ทางออก:40 ทาง|ออก:2	test=1,train=41
ไอ้นี่	39	2	ไอ้นี่	ไอ้นี่:37 ไอ้|นี่:2	test=1,train=37,val=1
กลับกัน	34	2	กลับ|กัน	กลับ|กัน:32 กลับกัน:2	train=34
ด้วยซ้ำ	33	2	ด้วยซ้ำ	ด้วยซ้ำ:31 ด้วย|ซ้ำ:2	train=32,val=1
ขึ้นกับ	32	2	ขึ้น|กับ	ขึ้น|กับ:30 ขึ้นกับ:2	train=31,val=1
คนแรก	31	2	คน|แรก	คน|แรก:29 คนแรก:2	train=30,val=1
ทั้งวัน	31	2	ทั้งวัน	ทั้งวัน:29 ทั้ง|วัน:2	train=31
ไม่สบาย	31	2	ไม่|สบาย	ไม่|สบาย:29 ไม่สบาย:2	train=30,val=1
ขออนุญาต	29	2	ขออนุญาต	ขออนุญาต:27 ขอ|อนุญาต:2	train=28,val=1
ครั้งเดียว	29	2	ครั้ง|เดียว	ครั้ง|เดียว:27 ครั้งเดียว:2	train=29
เตรียมตัว	29	2	เตรียม|ตัว	เตรียม|ตัว:27 เตรียมตัว:2	train=28,val=1
เดินเล่น	28	2	เดิน|เล่น	เดิน|เล่น:26 เดินเล่น:2	train=27,val=1
จนถึง	27	2	จน|ถึง	จน|ถึง:25 จนถึง:2	train=27
ว่างั้น	27	2	ว่า|งั้น	ว่า|งั้น:25 ว่างั้น:2	train=27
เสียสติ	27	2	เสีย|สติ	เสีย|สติ:25 เสียสติ:2	train=27
น่าทึ่ง	26	2	น่าทึ่ง	น่าทึ่ง:24 น่า|ทึ่ง:2	train=26
บอกลา	25	2	บอก|ลา	บอก|ลา:23 บอกลา:2	train=25
ทุกท่าน	23	2	ทุกท่าน	ทุกท่าน:21 ทุก|ท่าน:2	train=23
แม่อยู่	22	2	แม่|อยู่	แม่|อยู่:20 แม่อยู่:2	train=21,val=1
คงอยู่	20	2	คง|อยู่	คง|อยู่:18 คงอยู่:2	train=20
อันใด	20	2	อันใด	อันใด:18 อัน|ใด:2	train=20
ต้าดี	19	2	ต้าดี	ต้าดี:17 ต้า|ดี:2	train=18,val=1
ที่ไป	19	2	ที่|ไป	ที่|ไป:17 ที่ไป:2	test=1,train=18
เตรียมพร้อม	19	2	เตรียมพร้อม	เตรียมพร้อม:17 เตรียม|พร้อม:2	train=18,val=1
เอาจริง	19	2	เอาจริง	เอาจริง:17 เอา|จริง:2	train=19
พร้อมกัน	18	2	พร้อมกัน	พร้อมกัน:16 พร้อม|กัน:2	train=18
มองดู	18	2	มอง|ดู	มอง|ดู:16 มองดู:2	train=18
ยาพิษ	18	2	ยาพิษ	ยาพิษ:16 ยา|พิษ:2	train=18
รู้ตัว	18	2	รู้|ตัว	รู้|ตัว:16 รู้ตัว:2	train=18
หลักศิลา	18	2	หลักศิลา	หลักศิลา:16 หลัก|ศิลา:2	train=18
เด็กผู้ชาย	18	2	เด็กผู้ชาย	เด็กผู้ชาย:16 เด็ก|ผู้ชาย:2	train=18
อารมณ์เสีย	17	2	อารมณ์เสีย	อารมณ์เสีย:15 อารมณ์|เสีย:2	train=17
ขึ้นอยู่กับ	16	2	ขึ้นอยู่กับ	ขึ้นอยู่กับ:14 ขึ้นอยู่|กับ:2	train=16
คนจีน	16	2	คน|จีน	คน|จีน:14 คนจีน:2	train=16
ทางเข้า	16	2	ทางเข้า	ทางเข้า:14 ทาง|เข้า:2	train=16
มารบกวน	16	2	มา|รบกวน	มา|รบกวน:14 มารบกวน:2	test=1,train=14,val=1
หมดเวลา	16	2	หมดเวลา	หมดเวลา:14 หมด|เวลา:2	train=16
เเบบนี้	15	2	เเบบนี้	เเบบนี้:13 เเบบ|นี้:2	train=15
ของดี	14	2	ของ|ดี	ของ|ดี:12 ของดี:2	train=14
วันจันทร์	14	2	วันจันทร์	วันจันทร์:12 วัน|จันทร์:2	train=14
เอานะ	14	2	เอา|นะ	เอา|นะ:12 เอานะ:2	train=14
ทำการ	13	2	ทำ|การ	ทำ|การ:11 ทำการ:2	train=13
มีอา	13	2	มีอา	มีอา:11 มี|อา:2	train=13
ลูกแม่	13	2	ลูก|แม่	ลูก|แม่:11 ลูกแม่:2	train=13
วันหลัง	13	2	วันหลัง	วันหลัง:11 วัน|หลัง:2	train=13
เป็นเกียรติ	13	2	เป็น|เกียรติ	เป็น|เกียรติ:11 เป็นเกียรติ:2	train=13
เวลานี้	13	2	เวลา|นี้	เวลา|นี้:11 เวลานี้:2	train=13
ก้มลง	12	2	ก้ม|ลง	ก้ม|ลง:10 ก้มลง:2	test=1,train=11
หายดี	12	2	หาย|ดี	หาย|ดี:10 หายดี:2	train=12
เข้าใกล้	12	2	เข้าใกล้	เข้าใกล้:10 เข้า|ใกล้:2	train=12
การฆ่า	11	2	การ|ฆ่า	การ|ฆ่า:9 การฆ่า:2	train=10,val=1
การสอบ	11	2	การสอบ	การสอบ:9 การ|สอบ:2	train=11
ชาเหอ	11	2	ชาเหอ	ชาเหอ:9 ชา|เหอ:2	train=11
ด้วยความยินดี	11	2	ด้วย|ความยินดี	ด้วย|ความยินดี:9 ด้วยความยินดี:2	train=11
น้ำร้อน	11	2	น้ำร้อน	น้ำร้อน:9 น้ำ|ร้อน:2	train=11
มารึเปล่า	11	2	มา|รึเปล่า	มา|รึเปล่า:9 มารึเปล่า:2	train=11
มีหวัง	11	2	มี|หวัง	มี|หวัง:9 มีหวัง:2	train=11
รวมถึง	11	2	รวมถึง	รวมถึง:9 รวม|ถึง:2	train=11
สีดำ	11	2	สี|ดำ	สี|ดำ:9 สีดำ:2	test=1,train=10
ออกจะ	11	2	ออกจะ	ออกจะ:9 ออก|จะ:2	train=11
อันนั้น	11	2	อัน|นั้น	อัน|นั้น:9 อันนั้น:2	test=1,train=8,val=2
แต่เช้า	11	2	แต่|เช้า	แต่|เช้า:9 แต่เช้า:2	test=2,train=9
ตามอง	10	2	ตามอง	ตามอง:8 ตา|มอง:2	train=10
ไอ้งั่ง	10	2	ไอ้งั่ง	ไอ้งั่ง:8 ไอ้|งั่ง:2	train=10
การควบคุม	9	2	การควบคุม	การควบคุม:7 การ|ควบคุม:2	train=9
ชาติชั่ว	9	2	ชาติ|ชั่ว	ชาติ|ชั่ว:7 ชาติชั่ว:2	train=8,val=1
ประมาณนั้น	9	2	ประมาณ|นั้น	ประมาณ|นั้น:7 ประมาณนั้น:2	train=9
วางยา	9	2	วางยา	วางยา:7 วาง|ยา:2	train=9
ออกแรง	9	2	ออกแรง	ออกแรง:7 ออก|แรง:2	train=9
เพราะงั้น	9	2	เพราะ|งั้น	เพราะ|งั้น:7 เพราะงั้น:2	train=9
แม่เจ้า	9	2	แม่เจ้า	แม่เจ้า:7 แม่|เจ้า:2	train=9
ก่อนอื่น	8	2	ก่อนอื่น	ก่อนอื่น:6 ก่อน|อื่น:2	train=8
ค่อยยังชั่ว	8	2	ค่อยยังชั่ว	ค่อยยังชั่ว:6 ค่อย|ยัง|ชั่ว:1 ค่อย|ยังชั่ว:1	train=8
ท่านที	8	2	ท่านที	ท่านที:6 ท่าน|ที:2	train=8
สีน้ำเงิน	8	2	สี|น้ำเงิน	สี|น้ำเงิน:6 สีน้ำเงิน:2	train=8
อะไรรึ	8	2	อะไร|รึ	อะไร|รึ:6 อะไรรึ:2	train=8
เก่าแก่	8	2	เก่าแก่	เก่าแก่:6 เก่า|แก่:2	train=8
เต็มๆ	8	2	เต็ม|ๆ	เต็ม|ๆ:6 เต็มๆ:2	train=8
เพื่อนสนิท	8	2	เพื่อน|สนิท	เพื่อน|สนิท:6 เพื่อนสนิท:2	train=8
เลือดออก	8	2	เลือดออก	เลือดออก:6 เลือด|ออก:2	train=8
เล่นงาน	8	2	เล่นงาน	เล่นงาน:6 เล่น|งาน:2	train=8
แป๊บหนึ่ง	8	2	แป๊บ|หนึ่ง	แป๊บ|หนึ่ง:6 แป๊บหนึ่ง:2	train=8
โง่เขลา	8	2	โง่เขลา	โง่เขลา:6 โง่|เขลา:2	train=8
ไมได้	8	2	ไม|ได้	ไม|ได้:6 ไมได้:2	train=8
คนเล็ก	7	2	คน|เล็ก	คน|เล็ก:5 คนเล็ก:2	train=6,val=1
คุณเดอ	7	2	คุณ|เดอ	คุณ|เดอ:5 คุณเดอ:2	train=7
จากนี้	7	2	จาก|นี้	จาก|นี้:5 จากนี้:2	train=7
ซักที	7	2	ซักที	ซักที:5 ซัก|ที:2	train=7
ตัวรอด	7	2	ตัวรอด	ตัวรอด:5 ตัว|รอด:2	train=7
ท่านแม่ทัพ	7	2	ท่าน|แม่ทัพ	ท่าน|แม่ทัพ:5 ท่านแม่ทัพ:2	train=7
ประทานโทษ	7	2	ประทาน|โทษ	ประทาน|โทษ:5 ประทานโทษ:2	train=6,val=1
ฟ้าผ่า	7	2	ฟ้าผ่า	ฟ้าผ่า:5 ฟ้า|ผ่า:2	train=7
ยามนี้	7	2	ยามนี้	ยามนี้:5 ยาม|นี้:2	train=7
ลงชื่อ	7	2	ลง|ชื่อ	ลง|ชื่อ:5 ลงชื่อ:2	train=7
ว่ากันว่า	7	2	ว่า|กัน|ว่า	ว่า|กัน|ว่า:5 ว่ากันว่า:1 ว่ากัน|ว่า:1	train=7
ส่วนไหน	7	2	ส่วน|ไหน	ส่วน|ไหน:5 ส่วนไหน:2	train=7
หลบซ่อน	7	2	หลบซ่อน	หลบซ่อน:5 หลบ|ซ่อน:2	train=7
หัวเขา	7	2	หัว|เขา	หัว|เขา:5 หัวเขา:2	train=7
เจ้านะ	7	2	เจ้า|นะ	เจ้า|นะ:5 เจ้านะ:2	train=7
เวลาว่าง	7	2	เวลา|ว่าง	เวลา|ว่าง:5 เวลาว่าง:2	train=6,val=1
เสียแล้ว	7	2	เสีย|แล้ว	เสีย|แล้ว:5 เสียแล้ว:2	train=7
ใบ้คำ	7	2	ใบ้|คำ	ใบ้|คำ:5 ใบ้คำ:2	test=1,train=6
การรักษา	6	2	การรักษา	การรักษา:4 การ|รักษา:2	train=6
การเปลี่ยนแปลง	6	2	การเปลี่ยนแปลง	การเปลี่ยนแปลง:4 การ|เปลี่ยนแปลง:2	train=6
การแข่ง	6	2	การแข่ง	การแข่ง:4 การ|แข่ง:2	train=6
ก้อนหิน	6	2	ก้อนหิน	ก้อนหิน:4 ก้อน|หิน:2	train=6
คนรับใช้	6	2	คน|รับใช้	คน|รับใช้:4 คนรับใช้:2	train=6
คุณแจ็คสัน	6	2	คุณ|แจ็คสัน	คุณ|แจ็คสัน:4 คุณแจ็คสัน:2	train=6
จดหมายลา	6	2	จดหมายลา	จดหมายลา:4 จดหมาย|ลา:2	train=6
ชั้นล่าง	6	2	ชั้นล่าง	ชั้นล่าง:4 ชั้น|ล่าง:2	train=6
ซักวัน	6	2	ซักวัน	ซักวัน:4 ซัก|วัน:2	train=6
ต่อจากนี้	6	2	ต่อ|จาก|นี้	ต่อ|จาก|นี้:4 ต่อจากนี้:2	train=6
ถึงว่า	6	2	ถึงว่า	ถึงว่า:4 ถึง|ว่า:2	train=6
ภาษาจีน	6	2	ภาษา|จีน	ภาษา|จีน:4 ภาษาจีน:2	train=6
ภาษาญี่ปุ่น	6	2	ภาษา|ญี่ปุ่น	ภาษา|ญี่ปุ่น:4 ภาษาญี่ปุ่น:2	train=6
มื้อเย็น	6	2	มื้อเย็น	มื้อเย็น:4 มื้อ|เย็น:2	test=1,train=5
ลูกพีช	6	2	ลูกพีช	ลูกพีช:4 ลูก|พีช:2	train=6
ศาลทหาร	6	2	ศาลทหาร	ศาลทหาร:4 ศาล|ทหาร:2	train=6
หมอฟัน	6	2	หมอ|ฟัน	หมอ|ฟัน:4 หมอฟัน:2	train=6
หอกหัก	6	2	หอก|หัก	หอก|หัก:4 หอกหัก:2	train=6
ห้องพัก	6	2	ห้องพัก	ห้องพัก:4 ห้อง|พัก:2	train=6
อย่างแรก	6	2	อย่าง|แรก	อย่าง|แรก:4 อย่างแรก:2	train=6
อะไรก็ตาม	6	2	อะไร|ก็|ตาม	อะไร|ก็|ตาม:4 อะไร|ก็ตาม:1 อะไรก็ตาม:1	train=6
อีกด้วย	6	2	อีกด้วย	อีกด้วย:4 อีก|ด้วย:2	train=6
เกินพอ	6	2	เกิน|พอ	เกิน|พอ:4 เกินพอ:2	train=6
เหมือนจริง	6	2	เหมือนจริง	เหมือนจริง:4 เหมือน|จริง:2	train=6
แอบฟัง	6	2	แอบฟัง	แอบฟัง:4 แอบ|ฟัง:2	test=1,train=5
โปรดทราบ	6	2	โปรด|ทราบ	โปรด|ทราบ:4 โปรดทราบ:2	train=6
ไอระยำ	6	2	ไอระยำ	ไอระยำ:4 ไอ|ระยำ:2	train=6
การดี	5	2	การ|ดี	การ|ดี:3 การดี:2	train=5
การทรมาน	5	2	การ|ทรมาน	การ|ทรมาน:3 การทรมาน:2	train=5
การใด	5	2	การ|ใด	การ|ใด:3 การใด:2	train=5
ของที่ระลึก	5	2	ของ|ที่ระลึก	ของ|ที่ระลึก:3 ของที่ระลึก:2	train=5
คอหัก	5	2	คอหัก	คอหัก:3 คอ|หัก:2	train=5
คุณวอยเตอร์	5	2	คุณ|วอยเตอร์	คุณ|วอยเตอร์:3 คุณวอยเตอร์:2	train=5
งานแต่งงาน	5	2	งานแต่งงาน	งานแต่งงาน:3 งาน|แต่งงาน:2	train=5
จางหาย	5	2	จางหาย	จางหาย:3 จาง|หาย:2	train=5
จิตใจดี	5	2	จิตใจดี	จิตใจดี:3 จิตใจ|ดี:2	train=5
ซิญญอร่ามาเลน่า	5	2	ซิญญอร่า|มาเลน่า	ซิญญอร่า|มาเลน่า:3 ซิญญอร่ามาเลน่า:2	train=5
ตรงนู้น	5	2	ตรง|นู้น	ตรง|นู้น:3 ตรงนู้น:2	train=5
ตามใจชอบ	5	2	ตามใจชอบ	ตามใจชอบ:3 ตามใจ|ชอบ:2	train=5
ทีดี	5	2	ทีดี	ทีดี:3 ที|ดี:2	train=5
ที่ซ่อน	5	2	ที่|ซ่อน	ที่|ซ่อน:3 ที่ซ่อน:2	train=5
นักฟิสิกส์	5	2	นักฟิสิกส์	นักฟิสิกส์:3 นัก|ฟิสิกส์:2	train=5
นักล่างู	5	2	นักล่างู	นักล่างู:3 นัก|ล่างู:1 นักล่า|งู:1	train=5
บ่ายนี้	5	2	บ่ายนี้	บ่ายนี้:3 บ่าย|นี้:2	train=5
บ้าตาย	5	2	บ้า|ตาย	บ้า|ตาย:3 บ้าตาย:2	train=5
พอกัน	5	2	พอกัน	พอกัน:3 พอ|กัน:2	test=1,train=4
มาเลสกี้	5	2	มาเลสกี้	มาเลสกี้:3 มา|เลสกี้:2	train=5
ยายจอมพลัง	5	2	ยายจอมพลัง	ยายจอมพลัง:3 ยาย|จอมพลัง:2	train=5
ยายเปรียก	5	2	ยายเปรียก	ยายเปรียก:3 ยาย|เปรียก:2	train=5
ลดลง	5	2	ลด|ลง	ลด|ลง:3 ลดลง:2	train=5
วันใหม่	5	2	วันใหม่	วันใหม่:3 วัน|ใหม่:2	train=4,val=1
ว่าที่	5	2	ว่า|ที่	ว่า|ที่:3 ว่าที่:2	train=5
สิ่งเลวร้าย	5	2	สิ่งเลวร้าย	สิ่งเลวร้าย:3 สิ่ง|เลวร้าย:2	train=5
สีทอง	5	2	สีทอง	สีทอง:3 สี|ทอง:2	train=5
หนูนั่น	5	2	หนูนั่น	หนูนั่น:3 หนู|นั่น:2	test=1,train=4
หันหลัง	5	2	หัน|หลัง	หัน|หลัง:3 หันหลัง:2	train=5
หัวบวม	5	2	หัวบวม	หัวบวม:3 หัว|บวม:2	train=5
ห่าเอ๊ย	5	2	ห่า|เอ๊ย	ห่า|เอ๊ย:3 ห่าเอ๊ย:2	train=5
อ้างว่า	5	2	อ้างว่า	อ้างว่า:3 อ้าง|ว่า:2	train=5
เจ้าตัว	5	2	เจ้าตัว	เจ้าตัว:3 เจ้า|ตัว:2	train=5
เป็นอย่างดี	5	2	เป็น|อย่าง|ดี	เป็น|อย่าง|ดี:3 เป็น|อย่างดี:1 เป็นอย่างดี:1	train=5
เวลานั้น	5	2	เวลา|นั้น	เวลา|นั้น:3 เวลานั้น:2	train=5
เสียงเพลง	5	2	เสียงเพลง	เสียงเพลง:3 เสียง|เพลง:2	train=5
แถวตรง	5	2	แถว|ตรง	แถว|ตรง:3 แถวตรง:2	train=5
แผงควบคุม	5	2	แผง|ควบคุม	แผง|ควบคุม:3 แผงควบคุม:2	train=5
แม่มิโตร	5	2	แม่|มิโตร	แม่|มิโตร:3 แม่มิโตร:2	train=5
ใส่ความ	5	2	ใส่ความ	ใส่ความ:3 ใส่|ความ:2	train=5
ไม่อะไร	5	2	ไม่อะไร	ไม่อะไร:3 ไม่|อะไร:2	train=5
ไอ้ดอน	5	2	ไอ้|ดอน	ไอ้|ดอน:3 ไอ้ดอน:2	train=5
ไอ้ยอร์จ	5	2	ไอ้|ยอร์จ	ไอ้|ยอร์จ:3 ไอ้ยอร์จ:2	train=5
กลางเมือง	4	2	กลางเมือง	กลางเมือง:2 กลาง|เมือง:2	train=4
การไถ่โทษ	4	2	การไถ่โทษ	การไถ่โทษ:2 การ|ไถ่|โทษ:2	train=4
คำนึง	4	2	คำนึง	คำนึง:2 คำ|นึง:2	train=4
คิดสั้น	4	2	คิด|สั้น	คิด|สั้น:2 คิดสั้น:2	train=4
คืองี้	4	2	คือ|งี้	คือ|งี้:2 คืองี้:2	train=4
คุณบอร์เด้น	4	2	คุณบอร์เด้น	คุณบอร์เด้น:2 คุณ|บอร์เด้น:2	train=4
คุณมาเลสกี้	4	2	คุณ|มา|เลสกี้	คุณ|มา|เลสกี้:2 คุณ|มาเลสกี้:1 คุณมาเลสกี้:1	train=4
จับคู่	4	2	จับคู่	จับคู่:2 จับ|คู่:2	train=4
ตายจริง	4	2	ตาย|จริง	ตาย|จริง:2 ตายจริง:2	train=4
ทั้งตัว	4	2	ทั้ง|ตัว	ทั้ง|ตัว:2 ทั้งตัว:2	train=4
ที่โน่น	4	2	ที่โน่น	ที่โน่น:2 ที่|โน่น:2	train=4
ท่านอาจารย์ฮั่ว	4	2	ท่าน|อาจารย์|ฮั่ว	ท่าน|อาจารย์|ฮั่ว:2 ท่านอาจารย์ฮั่ว:2	train=4
น้ำดื่ม	4	2	น้ำ|ดื่ม	น้ำ|ดื่ม:2 น้ำดื่ม:2	train=4
ปรากฏตัว	4	2	ปรากฏตัว	ปรากฏตัว:2 ปรากฏ|ตัว:2	train=4
ปลิดชีพ	4	2	ปลิดชีพ	ปลิดชีพ:2 ปลิด|ชีพ:2	train=4
ผ้าคลุม	4	2	ผ้า|คลุม	ผ้า|คลุม:2 ผ้าคลุม:2	train=4
พอไหว	4	2	พอ|ไหว	พอ|ไหว:2 พอไหว:2	train=4
พี่วิทย์	4	2	พี่วิทย์	พี่วิทย์:2 พี่|วิทย์:2	train=4
พี่เหม่ง	4	2	พี่เหม่ง	พี่เหม่ง:2 พี่|เหม่ง:2	train=4
รถมอเตอร์ไซค์	4	2	รถมอเตอร์ไซค์	รถมอเตอร์ไซค์:2 รถ|มอเตอร์ไซค์:2	train=4
ราวกับว่า	4	2	ราวกับ|ว่า	ราวกับ|ว่า:2 ราวกับว่า:2	train=4
รึว่า	4	2	รึ|ว่า	รึ|ว่า:2 รึว่า:2	train=3,val=1
ร่วมกับ	4	2	ร่วมกับ	ร่วมกับ:2 ร่วม|กับ:2	train=4
ลิ้มรส	4	2	ลิ้ม|รส	ลิ้ม|รส:2 ลิ้มรส:2	train=4
