# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
장난하냐	5	1	장난하냐	장난하냐:4 장난|하냐:1	train=5
저기다	5	1	저기다	저기다:4 저기|다:1	train=5
전까진	5	1	전까진	전까진:4 전|까진:1	train=5
지리는	5	1	지리|는	지리|는:4 지리는:1	train=5
차도	5	1	차|도	차|도:4 차도:1	train=5
천만에요	5	1	천만에요	천만에요:4 천만에|요:1	train=5
친구여	5	1	친구여	친구여:4 친구|여:1	train=5
카페인	5	1	카페인	카페인:4 카페|인:1	train=5
편도	5	1	편도	편도:4 편|도:1	train=5
한곡	5	1	한|곡	한|곡:4 한곡:1	train=5
합리적으로	5	1	합리적으로	합리적으로:4 합리적|으로:1	train=5
확실합니까	5	1	확실|합니까	확실|합니까:4 확실합니까:1	train=5
-고	4	1	-|고	-|고:3 -고:1	train=4
-아	4	1	-|아	-|아:3 -아:1	train=4
감기는	4	1	감기|는	감기|는:3 감기는:1	train=4
감정적으로	4	1	감정적으로	감정적으로:3 감정적|으로:1	train=4
거라곤	4	1	거|라곤	거|라곤:3 거라곤:1	test=1,train=3
거에	4	1	거|에	거|에:3 거에:1	train=4
걸지도	4	1	걸지도	걸지도:3 걸|지도:1	train=4
게야	4	1	게|야	게|야:3 게야:1	train=4
경이	4	1	경|이	경|이:3 경이:1	train=4
그렇게까지	4	1	그렇게까지	그렇게까지:3 그렇게|까지:1	train=4
그렇게도	4	1	그렇게도	그렇게도:3 그렇게|도:1	train=4
기울이다	4	1	기울이다	기울이다:3 기울|이다:1	train=4
꺼도	4	1	꺼도	꺼도:3 꺼|도:1	test=1,train=3
끝으로	4	1	끝으로	끝으로:3 끝|으로:1	train=4
누구든지	4	1	누구든지	누구든지:3 누구|든지:1	train=3,val=1
대신에	4	1	대신|에	대신|에:3 대신에:1	train=4
대의	4	1	대의	대의:3 대|의:1	train=4
데이는	4	1	데이|는	데이|는:3 데이는:1	train=4
랑요	4	1	랑요	랑요:3 랑|요:1	train=4
말이네	4	1	말|이네	말|이네:3 말이네:1	train=4
몇년	4	1	몇년	몇년:3 몇|년:1	train=4
못할거야	4	1	못할거야	못할거야:3 못할거|야:1	train=4
뭐냐고요	4	1	뭐|냐고요	뭐|냐고요:3 뭐냐고요:1	train=4
밤마다	4	1	밤|마다	밤|마다:3 밤마다:1	train=4
배우기에	4	1	배우기에	배우기에:3 배우기|에:1	train=4
벌이다	4	1	벌이다	벌이다:3 벌|이다:1	train=4
보네요	4	1	보네요	보네요:3 보|네요:1	train=4
부정적으로	4	1	부정적으로	부정적으로:3 부정적|으로:1	train=4
수안이	4	1	수안이	수안이:3 수안|이:1	train=4
슬퍼하는	4	1	슬퍼하|는	슬퍼하|는:3 슬퍼하는:1	train=4
씩이나	4	1	씩이나	씩이나:3 씩|이나:1	train=4
애도	4	1	애|도	애|도:3 애도:1	train=4
애초부터	4	1	애초부터	애초부터:3 애초|부터:1	train=4
언제였죠	4	1	언제|였죠	언제|였죠:3 언제였죠:1	train=4
이든지	4	1	이든지	이든지:3 이|든지:1	train=3,val=1
이랑은	4	1	이랑|은	이랑|은:3 이랑은:1	train=4
이에	4	1	이|에	이|에:3 이에:1	train=4
이의	4	1	이의	이의:3 이|의:1	train=4
저건요	4	1	저건요	저건요:3 저건|요:1	train=4
전체적으로	4	1	전체적으로	전체적으로:3 전체적|으로:1	train=4
제법인데	4	1	제법|인데	제법|인데:3 제법인데:1	train=4
죽이나요	4	1	죽이나요	죽이나요:3 죽이|나요:1	train=4
죽이세요	4	1	죽이세요	죽이세요:3 죽|이세요:1	train=4
질문요	4	1	질문|요	질문|요:3 질문요:1	test=1,train=3
차랑	4	1	차|랑	차|랑:3 차랑:1	train=4
털이	4	1	털이	털이:3 털|이:1	train=4
판다고	4	1	판다고	판다고:3 판다|고:1	train=4
포도	4	1	포도	포도:3 포|도:1	train=4
한번도	4	1	한번|도	한번|도:3 한번도:1	train=4
할일	4	1	할일	할일:3 할|일:1	train=4
혼자서요	4	1	혼자서요	혼자서요:3 혼자|서요:1	train=4
/여긴	3	1	/여긴	/여긴:2 /|여긴:1	train=3
같은건	3	1	같은건	같은건:2 같은|건:1	train=3
개인가요	3	1	개인|가요	개인|가요:2 개인가요:1	train=3
거라더군	3	1	거라더군	거라더군:2 거|라더군:1	train=3
거래요	3	1	거래요	거래요:2 거래|요:1	train=3
거시기에	3	1	거시기|에	거시기|에:2 거시기에:1	train=3
걸로는	3	1	걸로|는	걸로|는:2 걸로는:1	train=3
게냐	3	1	게냐	게냐:2 게|냐:1	train=3
교회의	3	1	교회|의	교회|의:2 교회의:1	train=3
그런건	3	1	그런건	그런건:2 그런|건:1	train=3
그렇지요	3	1	그렇지요	그렇지요:2 그렇지|요:1	train=3
긍정적으로	3	1	긍정적으로	긍정적으로:2 긍정적|으로:1	train=3
까지만	3	1	까지|만	까지|만:2 까지만:1	train=3
나잖아	3	1	나잖아	나잖아:2 나|잖아:1	train=3
나치란	3	1	나치|란	나치|란:2 나치란:1	train=3
논리적으로	3	1	논리적으로	논리적으로:2 논리적|으로:1	train=3
누구라도	3	1	누구|라도	누구|라도:2 누구라도:1	train=3
다냐고	3	1	다|냐고	다|냐고:2 다냐고:1	train=3
다행이네	3	1	다행|이네	다행|이네:2 다행이네:1	train=3
담배나	3	1	담배|나	담배|나:2 담배나:1	train=3
대략적으로	3	1	대략적으로	대략적으로:2 대략적|으로:1	train=3
된겁니까	3	1	된|겁니까	된|겁니까:2 된겁니까:1	train=3
따라서는	3	1	따라서는	따라서는:2 따라서|는:1	train=3
때문이다	3	1	때문이다	때문이다:2 때문|이다:1	train=3
또는	3	1	또는	또는:2 또|는:1	train=3
또야	3	1	또|야	또|야:2 또야:1	train=3
말거야	3	1	말거야	말거야:2 말거|야:1	train=3
무엇을요	3	1	무엇을요	무엇을요:2 무엇|을요:1	train=3
문열어	3	1	문|열어	문|열어:2 문열어:1	train=3
물의	3	1	물의	물의:2 물|의:1	train=3
뭐게	3	1	뭐|게	뭐|게:2 뭐게:1	train=3
뭐냐구	3	1	뭐냐구	뭐냐구:2 뭐|냐구:1	train=3
뭘하고	3	1	뭘하고	뭘하고:2 뭘|하고:1	train=3
보기보다	3	1	보기|보다	보기|보다:2 보기보다:1	train=3
비도	3	1	비도	비도:2 비|도:1	train=3
뿐이고	3	1	뿐|이고	뿐|이고:2 뿐이고:1	train=3
사고요	3	1	사고|요	사고|요:2 사고요:1	train=3
삼을	3	1	삼|을	삼|을:2 삼을:1	train=3
상대로	3	1	상대|로	상대|로:2 상대로:1	train=3
생각한거	3	1	생각한거	생각한거:2 생각한|거:1	train=3
소문대로	3	1	소문대로	소문대로:2 소문|대로:1	train=3
송의	3	1	송|의	송|의:2 송의:1	train=3
아이요	3	1	아이요	아이요:2 아이|요:1	train=3
아침엔	3	1	아침엔	아침엔:2 아침|엔:1	train=3
어디니	3	1	어디|니	어디|니:2 어디니:1	train=3
어디서든	3	1	어디서든	어디서든:2 어디|서|든:1	train=3
어쩔거야	3	1	어쩔거야	어쩔거야:2 어쩔|거|야:1	train=3
어찌된거야	3	1	어찌된거야	어찌된거야:2 어찌된거|야:1	train=3
얼마만에	3	1	얼마만|에	얼마만|에:2 얼마만에:1	train=3
엄마다	3	1	엄마|다	엄마|다:2 엄마다:1	train=3
없는지	3	1	없는지	없는지:2 없는|지:1	train=3
에라도	3	1	에|라도	에|라도:2 에라도:1	train=3
에야	3	1	에야	에야:2 에|야:1	train=3
원칙적으로	3	1	원칙적으로	원칙적으로:2 원칙적|으로:1	train=3
위베르가	3	1	위베르가	위베르가:2 위베르|가:1	train=3
위해서죠	3	1	위해서|죠	위해서|죠:2 위해서죠:1	train=3
은이	3	1	은|이	은|이:2 은이:1	train=3
이거요	3	1	이거|요	이거|요:2 이거요:1	train=3
자여	3	1	자|여	자|여:2 자여:1	train=3
잡지마	3	1	잡지마	잡지마:2 잡지|마:1	train=3
잡히기만	3	1	잡히기|만	잡히기|만:2 잡히기만:1	train=3
적으로	3	1	적|으로	적|으로:2 적으로:1	train=3
전반적으로	3	1	전반적으로	전반적으로:2 전반적|으로:1	train=3
전시	3	1	전시	전시:2 전|시:1	train=2,val=1
전화요	3	1	전화요	전화요:2 전화|요:1	train=3
조병순이	3	1	조병순이	조병순이:2 조병순|이:1	train=3
주가	3	1	주|가	주|가:2 주가:1	train=3
죽는게	3	1	죽는게	죽는게:2 죽는|게:1	train=3
줄이다	3	1	줄|이다	줄|이다:2 줄이다:1	train=3
쥐다	3	1	쥐다	쥐다:2 쥐|다:1	train=3
테지	3	1	테|지	테|지:2 테지:1	train=3
하나이	3	1	하나|이	하나|이:2 하나이:1	train=3
한게	3	1	한게	한게:2 한|게:1	train=3
한마리	3	1	한마리	한마리:2 한|마리:1	train=3
할거에요	3	1	할거에요	할거에요:2 할|거|에요:1	train=3
할걸요	3	1	할걸요	할걸요:2 할걸|요:1	train=3
화리다	3	1	화리다	화리다:2 화리|다:1	train=3
화형대로	3	1	화형대|로	화형대|로:2 화형대로:1	train=3
환상적이죠	3	1	환상적|이죠	환상적|이죠:2 환상적이죠:1	train=3
환타지아가	3	1	환타지아가	환타지아가:2 환타지아|가:1	train=3
-ㄴ	2	1	-|ㄴ	-|ㄴ:1 -ㄴ:1	train=2
-알았어	2	1	-|알았어	-|알았어:1 -알았어:1	train=2
-야	2	1	-|야	-|야:1 -야:1	train=2
-잖아	2	1	-잖아	-잖아:1 -|잖아:1	train=2
-존	2	1	-|존	-|존:1 -존:1	train=2
-진짜	2	1	-|진짜	-|진짜:1 -진짜:1	train=2
/안돼	2	1	/안돼	/안돼:1 /|안돼:1	train=2
/집	2	1	/|집	/|집:1 /집:1	train=2
V-ㄴ/은	2	1	V-ㄴ/은	V-ㄴ/은:1 V|-|ㄴ|/|은:1	train=2
ㄴ/은	2	1	ㄴ/은	ㄴ/은:1 ㄴ|/|은:1	train=2
가기를	2	1	가기를	가기를:1 가기|를:1	train=2
가득합니다	2	1	가득합니다	가득합니다:1 가득|합니다:1	train=2
가짜로	2	1	가짜|로	가짜|로:1 가짜로:1	train=2
갈거에요	2	1	갈거에요	갈거에요:1 갈|거|에요:1	train=2
거시기는	2	1	거시기는	거시기는:1 거시기|는:1	train=2
거지만	2	1	거|지만	거|지만:1 거지만:1	train=2
것좀봐요	2	1	것좀봐요	것좀봐요:1 것|좀|봐요:1	train=2
결투가	2	1	결투|가	결투|가:1 결투가:1	train=2
계속이요	2	1	계속이요	계속이요:1 계속|이요:1	train=2
고의적으로	2	1	고의적으로	고의적으로:1 고의적|으로:1	train=2
고자질쟁이	2	1	고자|질쟁이	고자|질쟁이:1 고자질쟁이:1	train=2
공동으로	2	1	공동|으로	공동|으로:1 공동으로:1	train=2
공부보단	2	1	공부보단	공부보단:1 공부|보단:1	train=2
교육과	2	1	교육|과	교육|과:1 교육과:1	train=2
군대다	2	1	군대다	군대다:1 군대|다:1	train=2
그런게	2	1	그런게	그런게:1 그런|게:1	train=2
그런식으로	2	1	그런식으로	그런식으로:1 그런식|으로:1	train=2
그럴리가	2	1	그럴리가	그럴리가:1 그럴리|가:1	train=2
근처엔	2	1	근처엔	근처엔:1 근처|엔:1	train=2
금지되어있습니다	2	1	금지되어있습니다	금지되어있습니다:1 금지되어|있습니다:1	train=2
기마대여	2	1	기마대여	기마대여:1 기마대|여:1	train=2
기본적으로	2	1	기본적으로	기본적으로:1 기본적|으로:1	train=2
까지다	2	1	까지다	까지다:1 까지|다:1	train=2
까지면	2	1	까지|면	까지|면:1 까지면:1	train=2
꿀벌이요	2	1	꿀벌이요	꿀벌이요:1 꿀벌|이요:1	train=2
꿈쩍이나	2	1	꿈쩍이나	꿈쩍이나:1 꿈쩍|이나:1	train=2
나로	2	1	나|로	나|로:1 나로:1	train=2
나중에요	2	1	나중|에|요	나중|에|요:1 나중에요:1	train=2
낙관적으로	2	1	낙관적으로	낙관적으로:1 낙관적|으로:1	train=2
난거	2	1	난|거	난|거:1 난거:1	train=2
남자인가	2	1	남자|인가	남자|인가:1 남자인가:1	train=2
낫소이다	2	1	낫소이다	낫소이다:1 낫소|이다:1	train=2
낳지를	2	1	낳지|를	낳지|를:1 낳지를:1	train=2
내면적으로	2	1	내면적으로	내면적으로:1 내면적|으로:1	train=2
너란	2	1	너|란	너|란:1 너란:1	test=1,train=1
누구게	2	1	누구|게	누구|게:1 누구게:1	train=2
눈엔	2	1	눈엔	눈엔:1 눈|엔:1	train=2
능동적으로	2	1	능동적으로	능동적으로:1 능동적|으로:1	train=2
다가	2	1	다|가	다|가:1 다가:1	train=1,val=1
다음번	2	1	다음|번	다음|번:1 다음번:1	train=2
대수요	2	1	대수요	대수요:1 대수|요:1	train=2
대열대로	2	1	대열대로	대열대로:1 대열|대로:1	train=2
대화하는거	2	1	대화하는|거	대화하는|거:1 대화하는거:1	train=2
도전요	2	1	도전요	도전요:1 도전|요:1	train=2
되어서인가	2	1	되어서|인가	되어서|인가:1 되어서인가:1	train=2
된거지	2	1	된거|지	된거|지:1 된거지:1	train=2
두령한텐	2	1	두령한텐	두령한텐:1 두령|한텐:1	train=2
듣기는	2	1	듣기는	듣기는:1 듣기|는:1	train=2
딱이겠어요	2	1	딱이겠어요	딱이겠어요:1 딱|이겠어요:1	train=2
라도가	2	1	라도|가	라도|가:1 라도가:1	train=2
라주와	2	1	라주|와	라주|와:1 라주와:1	train=2
레이철도	2	1	레이철|도	레이철|도:1 레이철도:1	train=2
마포자루같이	2	1	마포자루|같이	마포자루|같이:1 마포자루같이:1	train=2
만주는	2	1	만주는	만주는:1 만주|는:1	train=2
많은거	2	1	많은|거	많은|거:1 많은거:1	train=2
매산이	2	1	매산이	매산이:1 매산|이:1	train=2
맨입에야	2	1	맨입에야	맨입에야:1 맨입|에야:1	train=2
명시적으로	2	1	명시적으로	명시적으로:1 명시적|으로:1	train=2
명확치가	2	1	명확치|가	명확치|가:1 명확치가:1	train=2
명확합니다	2	1	명확합니다	명확합니다:1 명확|합니다:1	train=2
몇살	2	1	몇|살	몇|살:1 몇살:1	train=2
모리가	2	1	모리|가	모리|가:1 모리가:1	train=2
못가에	2	1	못가에	못가에:1 못가|에:1	train=2
무대로	2	1	무대|로	무대|로:1 무대로:1	train=2
무슨말	2	1	무슨말	무슨말:1 무슨|말:1	train=2
무슨소리	2	1	무슨|소리	무슨|소리:1 무슨소리:1	train=2
무의식적으로	2	1	무의식적으로	무의식적으로:1 무의식적|으로:1	train=2
무적이니깐	2	1	무적이니깐	무적이니깐:1 무적|이니깐:1	train=2
반대로만	2	1	반대|로|만	반대|로|만:1 반대로만:1	train=2
받아들이라고	2	1	받아들이라고	받아들이라고:1 받아들|이라고:1	train=2
받을거	2	1	받을|거	받을|거:1 받을거:1	train=2
번요	2	1	번|요	번|요:1 번요:1	train=2
벙어리요	2	1	벙어리|요	벙어리|요:1 벙어리요:1	train=2
별장요	2	1	별장|요	별장|요:1 별장요:1	train=2
보고서라니	2	1	보고서라니	보고서라니:1 보고서|라니:1	train=2
보기가	2	1	보기|가	보기|가:1 보기가:1	train=2
보이지는	2	1	보이지는	보이지는:1 보이지|는:1	train=2
본질적으로	2	1	본질적으로	본질적으로:1 본질적|으로:1	train=2
부가	2	1	부|가	부|가:1 부가:1	train=2
비공식적으로	2	1	비공식적으로	비공식적으로:1 비공식적|으로:1	train=2
비키란	2	1	비키란	비키란:1 비키|란:1	train=2
비합리적으로	2	1	비합리적으로	비합리적으로:1 비합리적|으로:1	train=2
뻥카인	2	1	뻥카|인	뻥카|인:1 뻥카인:1	train=2
사과할게요	2	1	사과할게요	사과할게요:1 사과|할게요:1	train=2
사는게	2	1	사는게	사는게:1 사는|게:1	train=2
사와	2	1	사|와	사|와:1 사와:1	train=2
살기로	2	1	살기로	살기로:1 살기|로:1	train=2
서든	2	1	서|든	서|든:1 서든:1	train=2
선인도	2	1	선인도	선인도:1 선인|도:1	train=2
설명할거야	2	1	설명할거야	설명할거야:1 설명할거|야:1	train=2
세부적으로	2	1	세부적으로	세부적으로:1 세부적|으로:1	train=2
소극적으로	2	1	소극적으로	소극적으로:1 소극적|으로:1	train=2
소도	2	1	소|도	소|도:1 소도:1	train=2
소랑	2	1	소|랑	소|랑:1 소랑:1	train=2
소세지와	2	1	소세지와	소세지와:1 소세지|와:1	train=2
수동적으로	2	1	수동적|으로	수동적|으로:1 수동적으로:1	test=1,train=1
수록	2	1	수|록	수|록:1 수록:1	train=2
쉽지가	2	1	쉽지가	쉽지가:1 쉽지|가:1	train=2
스컹크라니	2	1	스컹크라니	스컹크라니:1 스컹크|라니:1	train=2
스파로	2	1	스파로	스파로:1 스파|로:1	train=2
식사나	2	1	식사나	식사나:1 식사|나:1	train=2
신들이여	2	1	신들이여	신들이여:1 신들|이여:1	test=1,train=1
실용적으로	2	1	실용적으로	실용적으로:1 실용적|으로:1	train=2
실제적으로	2	1	실제적으로	실제적으로:1 실제적|으로:1	train=2
심야요	2	1	심야|요	심야|요:1 심야요:1	train=2
심층적으로	2	1	심층적으로	심층적으로:1 심층적|으로:1	train=2
쓰이다	2	1	쓰|이다	쓰|이다:1 쓰이다:1	train=2
씨발년아	2	1	씨발년아	씨발년아:1 씨발년|아:1	train=2
아구스티나잖아	2	1	아구스티나|잖아	아구스티나|잖아:1 아구스티나잖아:1	train=2
아이다	2	1	아이다	아이다:1 아이|다:1	train=2
아키라다	2	1	아키라다	아키라다:1 아키라|다:1	train=2
안웃겨	2	1	안웃겨	안웃겨:1 안|웃겨:1	train=2
알바로	2	1	알바로	알바로:1 알바|로:1	train=2
암시적으로	2	1	암시적으로	암시적으로:1 암시적|으로:1	train=2
앞으로요	2	1	앞|으로|요	앞|으로|요:1 앞으로요:1	train=2
야가라고	2	1	야가|라고	야가|라고:1 야가라고:1	train=2
어디가니	2	1	어디|가니	어디|가니:1 어디가니:1	train=1,val=1
어디까지나	2	1	어디|까지나	어디|까지나:1 어디까지나:1	train=2
어디보다	2	1	어디보다	어디보다:1 어디|보다:1	train=2
어디서나	2	1	어디|서나	어디|서나:1 어디서나:1	train=2
어디서요	2	1	어디서요	어디서요:1 어디|서요:1	train=2
어울리기나	2	1	어울리기나	어울리기나:1 어울리기|나:1	train=2
어쩔거	2	1	어쩔거	어쩔거:1 어쩔|거:1	train=2
언제보다	2	1	언제보다	언제보다:1 언제|보다:1	train=2
얼마요	2	1	얼마|요	얼마|요:1 얼마요:1	train=2
없을정도	2	1	없을정도	없을정도:1 없을|정도:1	train=2
에까지	2	1	에|까지	에|까지:1 에까지:1	train=2
여권요	2	1	여권요	여권요:1 여권|요:1	train=2
여기나	2	1	여기나	여기나:1 여기|나:1	train=2
여자말	2	1	여자|말	여자|말:1 여자말:1	train=1,val=1
엿같네	2	1	엿같네	엿같네:1 엿같|네:1	train=2
오로라라니까요	2	1	오로라|라니까요	오로라|라니까요:1 오로라라니까요:1	test=1,train=1
왜야	2	1	왜야	왜야:1 왜|야:1	train=2
외형적으로	2	1	외형적으로	외형적으로:1 외형적|으로:1	train=2
요전에	2	1	요전|에	요전|에:1 요전에:1	train=2
위베르요	2	1	위베르요	위베르요:1 위베르|요:1	train=2
위해서다	2	1	위해서다	위해서다:1 위해서|다:1	train=2
의자라니	2	1	의자라니	의자라니:1 의자|라니:1	train=2
이걸로는	2	1	이걸로|는	이걸로|는:1 이걸로는:1	train=2
이기적인	2	1	이기적|인	이기적|인:1 이기적인:1	train=2
이란거	2	1	이란|거	이란|거:1 이란거:1	train=2
이러는거	2	1	이러는거	이러는거:1 이러는|거:1	train=2
이마을	2	1	이|마을	이|마을:1 이마을:1	train=1,val=1
이성적으로	2	1	이성적으로	이성적으로:1 이성적|으로:1	train=2
이타적이던	2	1	이타적|이던	이타적|이던:1 이타적이던:1	train=2
일본인같아	2	1	일본인같아	일본인같아:1 일본인|같아:1	train=2
있는지는	2	1	있는지는	있는지는:1 있는|지는:1	train=2
있을거라고	2	1	있을거라고	있을거라고:1 있을거|라고:1	train=2
자동으로	2	1	자동으로	자동으로:1 자동|으로:1	train=2
자로	2	1	자로	자로:1 자|로:1	train=2
자르듯이요	2	1	자르듯이요	자르듯이요:1 자르듯이|요:1	train=2
작전대로	2	1	작전대로	작전대로:1 작전대|로:1	train=2
적극적으로	2	1	적극적으로	적극적으로:1 적극적|으로:1	train=2
정상인	2	1	정상인	정상인:1 정상|인:1	train=2
조안나가	2	1	조안나가	조안나가:1 조안나|가:1	train=2
주간	2	1	주간	주간:1 주|간:1	train=2
주관적으로	2	1	주관적으로	주관적으로:1 주관적|으로:1	train=2
주문요	2	1	주문요	주문요:1 주문|요:1	train=2
주엔	2	1	주엔	주엔:1 주|엔:1	train=2
죽이란	2	1	죽이란	죽이란:1 죽|이란:1	train=2
중요한걸	2	1	중요한걸	중요한걸:1 중요한|걸:1	train=2
중이었습니다	2	1	중|이었습니다	중|이었습니다:1 중이었습니다:1	train=2
지도는	2	1	지도는	지도는:1 지도|는:1	train=2
지속적으로	2	1	지속적으로	지속적으로:1 지속적|으로:1	train=2
진작에	2	1	진작|에	진작|에:1 진작에:1	train=2
차림요	2	1	차림요	차림요:1 차림|요:1	train=2
차잖아	2	1	차|잖아	차|잖아:1 차잖아:1	train=2
처음부터요	2	1	처음부터요	처음부터요:1 처음부터|요:1	train=2
초도	2	1	초도	초도:1 초|도:1	train=2
최고로	2	1	최고|로	최고|로:1 최고로:1	train=2
최종적으로	2	1	최종적으로	최종적으로:1 최종적|으로:1	train=2
추상적으로	2	1	추상적으로	추상적으로:1 추상적|으로:1	train=2
친구니	2	1	친구니	친구니:1 친구|니:1	train=2
침임자다	2	1	침임자|다	침임자|다:1 침임자다:1	train=2
칼로제로	2	1	칼로제|로	칼로제|로:1 칼로제로:1	train=2
칼만	2	1	칼만	칼만:1 칼|만:1	train=2
코나	2	1	코나	코나:1 코|나:1	train=2
쿠리코요	2	1	쿠리코요	쿠리코요:1 쿠리코|요:1	train=2
파티에선	2	1	파티|에선	파티|에선:1 파티에선:1	train=2
팔지도	2	1	팔지도	팔지도:1 팔지|도:1	train=2
펑지에	2	1	펑지|에	펑지|에:1 펑지에:1	train=2
페란다가	2	1	페란다|가	페란다|가:1 페란다가:1	train=2
편부터	2	1	편부터	편부터:1 편|부터:1	train=2
평상시대로	2	1	평상시대로	평상시대로:1 평상시|대로:1	train=2
포트키로	2	1	포트키로	포트키로:1 포트키|로:1	train=2
피해도	2	1	피해|도	피해|도:1 피해도:1	train=2
하던게	2	1	하던게	하던게:1 하던|게:1	train=2
한개	2	1	한개	한개:1 한|개:1	train=2
호외요	2	1	호외요	호외요:1 호외|요:1	train=2
혼자니	2	1	혼자니	혼자니:1 혼자|니:1	train=2
혼자다	2	1	혼자다	혼자다:1 혼자|다:1	train=2
혼자서도	2	1	혼자|서|도	혼자|서|도:1 혼자서도:1	train=2
힘뿐	2	1	힘뿐	힘뿐:1 힘|뿐:1	train=2
